SA1_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
80101100613,11,5,8,7,10,15,6,9,12,0,0,4,16,16,32,4,4,5,5,8,7,0,0,0,9,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5,0,0,0,0,0,0,0,7,7,0,0,0,3,10,9,9,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,36,41,83
80101100614,0,3,7,14,15,26,6,7,5,0,0,0,20,15,36,12,7,23,0,3,6,0,0,0,20,15,32,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,6,3,10,3,0,4,0,0,0,0,0,0,3,5,5,0,0,0,4,7,17,14,12,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,58,53,111
80101100615,0,0,6,12,11,17,0,0,4,3,0,3,10,9,23,4,5,9,0,4,6,0,0,0,7,10,21,0,0,0,0,0,0,3,0,3,0,4,5,0,0,0,4,11,13,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,7,15,24,5,0,3,0,0,0,0,0,0,5,0,6,0,4,8,37,46,80
80101100616,6,5,15,27,26,51,6,10,25,0,4,4,37,41,82,20,19,34,7,8,13,0,4,4,23,31,53,0,0,0,0,0,5,4,0,5,6,3,8,0,0,0,8,12,15,0,7,5,0,0,6,0,4,4,3,6,9,0,0,0,11,9,19,17,25,40,0,0,0,4,3,10,0,0,0,4,4,6,0,6,6,89,103,195
80101100617,0,6,3,8,9,12,4,5,7,0,0,0,12,11,19,3,11,15,0,7,7,0,0,0,3,16,19,0,0,0,0,0,0,0,0,4,3,7,7,0,0,0,10,8,16,0,0,3,0,7,7,4,0,3,5,3,5,0,0,0,9,11,14,13,19,32,0,0,0,0,4,3,0,0,0,0,3,6,8,9,19,37,58,98
80101100618,3,8,12,16,20,37,11,6,18,0,0,0,27,24,53,11,5,16,7,4,11,5,0,3,19,12,28,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,3,0,5,3,0,4,0,6,6,0,3,3,0,4,4,0,0,0,4,7,13,10,13,27,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,69,65,130
80101100619,3,4,9,11,7,10,0,0,0,0,0,3,12,11,18,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,7,7,0,0,4,0,4,4,0,0,0,4,3,7,0,0,0,4,6,10,7,14,16,0,0,0,0,0,0,0,0,0,0,3,3,6,0,7,25,32,60
80101100620,4,3,5,30,19,48,5,6,17,0,9,8,36,28,69,13,10,20,12,7,14,4,0,5,25,12,45,0,0,0,0,0,0,7,0,7,3,5,4,0,0,0,7,5,12,5,3,12,0,4,4,0,0,0,0,6,3,0,0,0,5,10,18,14,17,33,0,0,0,0,4,3,0,0,0,0,4,3,12,11,21,96,81,175
80101100621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100622,0,0,0,17,14,29,3,3,9,6,0,5,26,19,44,5,10,16,10,12,23,0,0,4,20,26,45,0,0,0,5,0,5,0,5,4,0,4,4,0,0,0,3,5,10,4,4,8,0,0,0,0,0,0,0,5,3,0,0,0,5,11,13,7,17,27,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,57,70,127
80101100623,5,4,3,13,20,34,5,12,11,0,4,5,19,29,51,17,22,36,3,9,12,0,0,0,21,29,46,3,5,3,0,0,0,0,0,0,4,3,3,0,0,0,6,9,10,3,3,3,0,0,0,3,0,3,4,0,3,0,0,0,11,0,15,15,10,24,0,3,0,0,0,0,0,0,0,4,7,5,9,10,15,67,77,144
80101100701,6,3,9,19,12,28,8,8,10,0,0,0,23,14,41,11,6,19,4,5,11,0,0,0,10,19,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,9,0,6,4,5,10,8,4,3,9,4,9,12,0,0,0,10,28,35,14,28,41,0,4,4,0,0,4,0,0,0,0,7,3,3,10,14,65,73,138
80101100702,0,0,0,8,0,10,3,0,4,0,0,0,11,3,18,7,7,14,8,7,13,0,0,0,15,13,29,0,0,0,0,0,0,0,0,4,0,4,9,0,0,0,3,3,8,5,6,8,0,0,0,0,0,0,5,3,7,0,0,0,3,10,16,11,14,23,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,44,41,78
80101100703,4,4,8,24,16,36,7,5,10,3,6,7,36,20,58,12,7,18,0,3,0,4,3,4,20,6,23,0,0,0,0,0,6,0,0,0,4,3,11,0,0,0,3,9,15,14,9,20,3,5,7,0,0,4,4,0,4,0,0,0,20,11,28,21,17,43,0,0,0,0,0,0,0,0,0,0,0,3,7,5,9,87,64,148
80101100704,7,0,5,10,3,8,3,0,6,0,0,0,14,4,11,5,7,7,4,4,7,0,0,0,6,12,21,0,0,0,0,0,0,4,3,5,6,3,7,0,0,0,4,3,6,0,3,7,0,3,3,0,0,0,0,0,0,0,0,0,4,7,10,5,11,17,0,0,0,3,0,3,0,0,0,3,0,3,0,0,5,34,24,58
80101100705,4,3,13,12,15,25,8,6,17,0,4,0,18,25,44,6,3,10,6,8,9,0,7,7,16,14,24,0,0,0,0,0,0,3,5,9,3,0,8,0,0,0,8,6,14,5,5,18,0,0,0,0,0,4,6,3,8,0,0,0,11,15,30,19,22,42,0,0,0,5,0,5,0,0,0,3,0,3,10,5,14,71,67,136
80101100706,3,6,11,19,15,34,5,0,8,0,0,0,27,18,45,11,5,16,0,4,8,0,0,0,13,8,25,0,3,3,5,0,0,0,0,0,6,11,16,0,0,0,8,12,19,0,9,5,5,0,3,0,0,0,4,5,10,0,0,0,6,13,19,17,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,65,59,123
80101100707,10,4,11,28,17,41,5,16,22,0,0,0,32,36,63,17,11,22,8,7,14,0,4,6,28,19,46,0,0,0,6,0,6,3,4,4,5,4,8,0,0,0,10,8,16,9,0,10,0,0,3,0,0,0,0,4,3,0,0,0,8,12,16,15,18,34,0,0,0,5,0,5,0,0,0,5,0,5,6,4,10,91,76,167
80101100708,6,0,9,18,13,32,3,4,7,0,0,0,22,17,43,8,9,15,0,3,5,0,0,0,13,10,22,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,8,0,0,6,0,0,3,0,0,0,4,0,5,0,0,0,12,8,13,10,9,20,0,0,0,0,4,4,0,0,0,0,4,4,6,9,11,60,53,112
80101100709,0,6,6,16,13,32,0,3,5,4,0,4,24,17,39,9,7,14,3,0,3,0,0,0,6,8,19,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,3,4,4,8,0,3,3,0,0,0,0,3,5,0,0,0,10,13,18,12,12,22,0,0,5,0,0,0,0,0,0,0,0,3,6,5,17,52,55,106
80101100710,10,3,13,19,14,27,0,6,8,0,0,0,19,19,35,9,7,19,4,3,7,0,0,0,16,11,27,0,0,0,0,0,0,7,0,5,0,3,8,0,0,0,8,5,15,4,9,8,0,4,4,0,0,0,0,6,11,0,0,0,8,16,23,15,22,36,0,0,0,3,0,5,0,0,0,5,0,10,3,6,4,65,62,124
80101100711,13,11,22,22,17,47,0,3,7,0,0,0,29,20,47,15,15,27,11,8,12,0,0,0,23,18,40,0,0,3,3,0,3,3,0,3,4,9,14,0,0,0,12,11,21,3,4,4,0,8,10,0,5,6,6,0,8,0,0,0,11,11,23,24,23,49,3,0,0,6,0,6,0,0,0,6,3,7,9,5,15,103,84,189
80101100712,8,4,11,11,10,21,3,4,5,0,0,0,14,12,30,9,7,13,12,3,14,6,0,6,20,12,34,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,13,5,16,0,0,0,4,0,4,4,3,14,0,0,0,20,10,30,22,11,33,0,0,0,3,4,5,0,0,0,6,4,8,7,0,8,80,49,126
80101100713,4,3,4,12,14,27,0,0,5,0,0,0,20,15,31,15,3,20,0,3,5,0,0,0,19,8,25,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,10,5,6,6,0,0,0,0,0,0,0,0,3,0,0,0,4,3,13,3,14,20,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,40,53,96
80101100714,3,3,4,10,9,22,6,0,9,0,0,0,14,10,30,6,9,18,3,0,6,3,0,3,16,7,28,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,7,4,0,5,0,0,0,0,0,4,0,4,7,0,0,0,3,8,17,7,12,15,0,0,0,0,0,4,0,0,0,0,0,4,0,3,4,45,37,78
80101100801,3,4,11,12,5,19,3,0,3,0,8,4,15,14,32,4,9,12,4,4,9,0,0,0,8,8,19,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,7,10,9,7,4,12,0,0,3,0,4,4,0,0,3,0,0,0,14,8,19,15,16,34,0,0,0,0,4,4,0,0,0,0,8,8,5,3,15,51,58,102
80101100802,0,6,13,15,26,42,8,3,7,0,4,4,23,35,59,9,13,22,4,0,7,4,3,3,16,13,31,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,8,9,17,0,8,8,0,4,7,0,0,0,4,8,4,0,0,0,7,14,17,12,20,30,0,0,0,0,7,7,0,0,0,0,7,7,3,5,11,55,90,148
80101100803,0,9,5,8,15,16,3,5,9,0,4,5,9,19,33,9,15,23,0,0,0,0,0,0,5,21,28,0,0,0,0,0,0,0,0,4,3,3,7,0,0,0,5,3,11,4,3,7,0,0,3,0,0,0,0,4,6,0,0,0,3,15,21,11,17,28,0,4,4,3,0,3,0,0,0,3,9,5,5,8,13,42,78,116
80101100804,0,4,9,6,9,19,4,0,9,0,0,0,10,9,22,9,4,12,0,0,3,0,0,0,11,10,13,4,0,5,3,5,4,0,0,0,0,3,3,0,0,0,4,5,13,0,0,4,0,5,5,5,0,0,6,5,8,0,0,0,7,9,19,12,20,33,0,0,3,0,0,5,0,0,0,5,7,4,9,4,17,50,48,97
80101100805,7,5,8,12,19,25,5,4,7,0,0,3,16,20,33,11,9,24,3,6,8,0,0,6,16,19,39,0,0,3,0,0,0,0,5,5,4,4,6,0,0,0,3,10,17,4,5,8,5,8,8,3,6,6,0,4,3,0,0,0,10,14,26,16,27,38,0,0,0,0,4,5,0,0,0,3,4,4,0,7,10,59,80,134
80101100806,5,0,6,8,8,15,0,5,4,0,0,0,9,14,25,11,9,21,3,8,8,0,0,0,16,17,29,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,5,6,9,8,5,6,0,0,0,0,0,0,4,4,12,0,0,0,14,8,24,16,13,32,0,0,0,4,0,4,0,0,0,4,0,6,0,0,0,51,52,100
80101100807,6,4,10,12,15,28,8,10,10,0,0,0,21,22,46,15,3,19,4,9,9,0,0,0,16,10,27,0,0,0,4,0,5,3,0,3,0,0,0,0,0,0,6,0,12,6,3,7,0,3,8,0,0,0,4,5,9,0,0,0,7,15,27,21,24,44,3,0,5,0,3,7,0,0,0,8,7,9,10,9,18,75,72,147
80101100808,0,3,0,12,8,17,0,3,3,0,0,0,16,11,24,9,0,15,0,0,0,0,0,0,12,0,14,0,0,0,0,3,3,0,0,0,6,3,7,0,0,0,6,5,11,6,13,17,4,3,3,3,0,3,3,0,5,0,0,0,12,16,26,15,25,40,0,0,0,4,0,3,0,0,0,4,5,7,7,7,13,50,54,105
80101100809,8,0,11,4,16,22,4,0,5,0,4,7,16,24,38,11,9,20,4,8,4,0,0,0,17,9,26,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,9,6,10,13,4,4,9,0,7,0,0,3,4,0,0,0,7,14,25,8,20,30,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,52,66,115
80101100810,3,0,8,14,13,24,6,7,11,0,0,0,18,20,36,9,6,13,3,0,6,0,0,0,13,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,4,7,3,0,3,0,0,0,0,9,10,0,0,0,7,11,13,13,11,23,0,5,3,3,0,10,0,0,0,3,4,10,6,7,9,59,45,106
80101100811,0,0,0,0,4,5,0,0,5,0,0,0,5,7,8,4,0,3,3,0,6,3,0,3,10,0,10,0,0,0,0,0,0,0,4,4,5,0,5,0,0,0,4,4,5,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,15,6,21,0,3,5,4,0,5,0,0,0,0,3,10,0,8,9,36,24,57
80101100812,3,4,10,12,16,28,6,0,4,0,0,3,14,16,34,5,11,16,3,0,6,0,0,0,18,16,31,0,0,0,0,0,0,4,0,4,0,5,9,0,0,0,6,6,13,3,9,8,4,6,5,3,0,0,0,3,5,0,0,0,11,15,25,16,23,36,0,0,0,0,3,3,0,0,0,0,3,4,9,8,22,65,69,137
80101100901,3,6,8,19,13,30,6,4,10,4,3,5,24,17,50,10,5,19,5,9,19,0,0,0,10,14,34,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,7,0,8,0,0,0,3,0,4,0,0,0,3,4,11,0,0,0,10,13,18,12,16,28,0,0,0,0,0,4,0,0,0,0,0,4,4,0,4,68,60,120
80101100902,6,0,10,12,8,21,4,4,3,0,0,0,18,12,26,9,8,13,0,3,3,4,0,5,11,13,24,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,6,9,0,4,0,4,3,0,0,0,5,3,10,0,0,0,11,7,19,17,9,22,0,0,0,0,0,5,0,0,0,4,0,5,4,3,9,48,43,93
80101100903,7,3,10,15,10,31,4,9,11,0,3,5,21,19,44,7,11,17,0,7,3,3,3,6,14,16,28,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,7,9,0,4,7,0,0,0,0,5,5,4,4,8,0,0,0,9,14,20,11,16,32,0,0,0,5,5,7,0,0,0,5,3,13,5,5,10,58,74,126
80101100904,4,3,7,5,13,16,4,3,7,6,5,7,17,18,30,3,7,11,4,8,11,5,0,5,10,14,29,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,13,7,18,0,0,0,3,0,3,0,0,0,6,0,10,7,0,10,52,42,100
80101100905,5,8,10,12,10,23,8,8,18,0,3,0,20,23,42,10,3,11,3,5,10,0,0,0,9,13,22,0,5,5,0,0,0,3,0,3,0,0,3,0,0,0,10,3,15,3,6,13,4,0,4,4,0,5,3,8,13,0,0,0,12,13,28,20,19,40,0,0,0,0,4,3,0,0,0,0,4,4,0,0,0,58,57,121
80101100906,6,5,9,14,18,39,6,4,8,0,0,0,23,22,45,10,13,20,9,11,16,3,0,0,18,24,38,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,9,3,11,0,3,10,0,0,0,0,3,0,11,5,19,0,0,0,14,12,32,19,15,36,0,0,0,5,4,4,0,0,0,5,4,3,13,6,16,73,74,151
80101100907,5,0,4,14,18,25,5,5,11,0,0,0,13,21,37,10,6,12,3,6,6,0,0,0,9,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,3,0,0,0,3,0,6,0,0,0,4,10,17,11,15,21,0,0,0,0,0,0,0,0,0,0,0,0,9,9,21,55,56,109
80101100908,0,3,6,11,12,29,0,0,0,3,0,0,12,19,29,7,0,8,3,3,4,0,0,0,10,5,17,0,0,0,0,0,5,0,4,5,4,0,3,0,0,0,4,6,9,3,0,10,0,0,0,0,0,0,0,9,4,0,0,0,7,9,14,12,11,25,0,0,0,0,0,5,0,0,0,0,0,5,10,5,10,46,41,89
80101100909,0,0,6,17,15,28,3,7,10,0,0,0,18,19,42,11,6,19,0,4,8,0,0,0,11,12,25,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,4,8,8,4,0,7,0,0,5,4,0,4,3,8,7,0,0,0,10,5,16,17,13,30,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,51,56,104
80101100910,4,0,8,10,14,19,4,3,8,0,0,4,12,18,30,10,8,20,7,9,17,0,0,0,19,15,38,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,9,5,10,13,0,0,5,0,0,7,3,3,5,0,0,0,9,13,19,9,16,28,0,0,3,0,3,5,0,0,0,5,9,7,3,7,13,52,64,120
80101101001,10,0,12,24,28,55,0,3,5,0,3,3,23,37,61,14,9,25,10,4,11,0,0,0,25,19,40,0,0,0,0,0,0,4,0,7,0,5,6,0,0,0,9,8,15,0,4,4,0,0,0,0,0,0,0,3,7,0,0,0,0,8,12,10,15,28,0,0,0,0,4,4,0,0,0,0,3,7,4,6,9,71,75,146
80101101002,0,10,8,14,18,30,0,0,0,0,0,0,19,16,35,0,13,16,3,0,5,0,0,0,8,18,24,5,0,4,0,0,0,3,0,3,4,0,3,0,0,0,7,0,11,0,4,7,0,0,0,0,0,0,0,3,7,0,0,0,0,10,14,12,15,28,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,44,55,98
80101101003,3,3,9,21,25,43,0,6,6,0,0,0,21,32,47,15,15,27,13,6,14,0,0,0,21,18,40,0,0,0,0,0,0,3,3,9,3,4,5,0,0,0,8,9,14,3,0,4,0,0,4,0,0,0,5,0,5,0,0,0,8,5,17,22,14,31,0,0,0,0,5,5,0,0,0,0,10,4,9,0,4,73,70,142
80101101004,5,6,10,17,16,31,3,5,3,0,0,0,18,22,40,0,8,13,4,6,17,0,5,6,16,20,32,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,3,4,7,0,4,4,0,3,7,0,0,0,0,5,13,0,0,0,3,11,15,10,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,65,104
80101101005,6,3,6,23,17,41,6,5,12,5,6,7,40,23,59,5,5,10,10,3,14,4,3,7,21,14,34,0,6,0,0,0,0,4,0,6,0,3,3,0,0,0,5,3,11,0,0,5,5,0,7,0,0,3,0,6,8,0,0,0,9,15,17,10,20,32,0,0,0,4,4,9,0,0,0,7,5,9,13,10,15,88,69,158
80101101101,7,0,11,30,14,52,10,8,15,4,3,5,47,29,73,26,9,42,3,4,11,6,5,7,41,21,60,7,0,3,0,0,0,0,0,0,5,3,5,0,0,0,10,6,19,3,8,16,0,0,0,0,0,0,3,10,16,0,0,0,13,16,33,23,28,48,3,0,3,6,6,6,0,0,0,4,6,10,16,17,37,143,94,242
80101101102,6,3,7,8,15,29,5,7,11,0,3,3,13,25,34,5,4,11,7,0,5,0,0,4,7,11,15,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,3,7,5,0,6,4,0,0,4,0,0,3,0,0,3,0,0,0,3,8,11,5,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,52,93
80101101103,10,3,11,34,27,55,10,5,14,0,5,4,43,34,80,17,17,36,10,6,16,3,3,7,34,26,60,0,0,4,0,0,0,0,5,3,0,11,11,0,0,0,0,13,17,0,10,13,0,3,8,0,0,0,11,5,9,0,0,0,11,19,32,18,34,48,5,0,5,3,4,3,0,0,0,8,3,10,0,5,10,101,110,210
80101101104,3,8,10,15,16,27,4,4,8,0,4,4,19,23,40,9,16,22,0,6,5,4,0,5,14,26,35,0,0,0,0,0,3,3,0,3,7,0,10,0,0,0,10,3,11,4,0,5,0,3,5,0,0,0,5,5,13,0,0,0,9,9,15,16,10,29,0,0,0,0,3,3,0,0,0,0,3,3,4,3,12,59,64,127
80101101105,0,3,12,10,16,28,0,0,0,0,0,0,10,18,29,3,9,11,3,0,6,0,0,0,4,9,12,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,6,0,8,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,7,11,23,0,0,0,0,7,6,0,0,0,0,7,6,0,0,3,36,41,75
80101101106,0,0,4,4,0,5,4,0,4,7,4,6,10,7,15,8,5,8,0,0,0,0,6,5,10,4,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,4,4,0,0,0,4,5,13,10,4,20,0,4,3,0,0,0,0,0,0,0,4,3,8,7,11,33,28,68
80101101107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101108,0,0,0,8,8,19,0,0,0,0,0,0,8,11,15,3,4,7,0,0,0,0,0,0,9,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,6,4,0,0,0,0,0,0,3,0,3,0,0,0,6,8,15,10,10,16,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,32,26,54
80101101109,0,4,4,6,9,11,4,6,4,0,5,0,13,10,21,8,0,10,3,0,4,0,0,4,11,3,18,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,7,0,6,6,0,0,3,0,0,0,6,0,6,0,0,0,0,8,10,8,8,10,0,0,0,0,0,5,0,0,0,0,0,5,3,7,6,29,33,67
80101101110,0,4,4,16,12,26,0,5,3,0,0,0,17,17,33,8,0,7,0,0,0,0,0,0,9,0,10,0,0,3,0,0,0,6,0,6,0,3,3,0,0,0,3,3,11,0,3,3,0,0,6,0,0,0,0,5,11,0,0,0,4,13,9,6,18,25,0,0,0,4,0,5,0,0,0,4,0,5,8,3,9,42,44,84
80101101202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101301,0,0,0,6,3,10,8,5,6,0,0,0,13,3,17,3,4,8,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,4,3,4,0,6,6,0,0,0,0,4,8,0,0,0,5,11,12,3,14,17,0,5,5,0,0,0,0,0,0,0,4,4,3,5,10,25,29,60
80101101302,4,3,6,15,15,32,0,3,3,0,5,5,11,26,34,10,11,20,0,0,0,0,4,0,11,12,23,5,0,4,3,0,6,3,0,3,13,9,21,0,0,0,22,14,36,9,6,12,14,14,21,0,0,0,3,3,11,0,0,0,23,22,49,49,34,86,0,0,3,3,5,10,0,0,0,8,6,11,28,26,55,110,102,213
80101101303,3,0,6,17,9,24,0,0,0,0,5,0,14,12,29,7,12,18,0,4,10,10,7,17,21,19,38,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,3,7,4,15,0,0,6,0,0,3,0,5,9,0,0,0,14,15,29,17,19,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,57,55,114
80101101304,6,0,5,6,4,12,0,0,0,0,3,3,10,6,14,9,9,17,0,0,5,5,3,7,13,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,14,0,0,0,0,7,7,0,0,0,0,0,0,6,9,21,9,14,25,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,34,38,75
80101101305,4,3,8,17,15,28,0,0,3,5,0,5,21,16,36,10,9,26,6,3,9,0,4,5,16,15,35,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,8,7,3,14,10,3,0,3,0,0,0,3,9,6,0,0,0,8,16,24,12,21,25,0,3,3,0,0,0,0,0,0,0,3,5,5,3,6,55,64,117
80101101306,5,3,5,23,18,43,0,0,4,0,0,0,25,20,41,9,7,18,5,3,5,6,0,6,14,9,27,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,6,7,0,3,3,0,0,0,3,0,7,0,0,0,10,7,18,15,13,21,0,0,0,0,3,3,0,0,0,0,3,3,3,0,4,62,44,109
80101101307,0,0,3,5,5,13,0,0,0,0,0,0,5,5,13,0,0,7,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,6,0,0,0,4,4,8,0,0,0,3,5,9,6,14,16,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,14,27,42
80101101308,4,3,4,13,13,19,0,0,3,0,0,0,17,15,28,5,5,10,8,8,18,0,4,5,16,21,40,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,4,0,6,8,0,0,0,4,4,4,0,0,0,0,0,0,7,11,15,10,12,23,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,52,49,104
