SA1_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
80109110001,14,0,13,86,34,3,121,247,14,391
80109110002,14,0,14,74,25,0,102,210,9,321
80109110003,75,3,75,45,24,5,76,222,9,302
80109110004,18,0,18,132,37,3,165,343,14,523
80109110005,20,0,20,87,28,7,126,313,6,448
80109110006,7,0,7,86,19,4,110,226,14,346
80109110007,6,0,6,55,24,0,82,99,13,197
80109110008,3,0,3,122,31,3,149,376,14,541
80109110010,13,0,13,106,28,4,136,274,8,418
80109110011,4,0,4,63,13,0,75,113,5,200
80109110012,12,0,14,73,15,0,96,281,16,387
80109110013,0,0,0,42,6,0,51,156,7,217
80109110014,15,0,15,45,13,8,57,125,9,191
80109110101,0,0,8,54,16,0,73,142,17,230
80109110102,12,0,12,89,25,0,116,210,5,329
80109110104,5,0,4,83,21,3,113,190,18,319
80109110105,55,22,81,82,30,0,118,276,39,435
80109110106,53,7,62,43,35,0,75,318,34,426
80109110107,11,0,11,92,33,3,122,301,11,439
80109110108,10,0,10,92,36,0,126,256,12,401
80109110109,13,0,13,78,39,0,117,151,4,280
80109110110,8,0,8,41,20,3,65,163,5,236
80109110201,0,0,0,0,0,0,0,0,0,0
80109110202,67,0,64,107,29,3,140,354,20,511
80109110203,12,3,15,89,17,10,118,256,12,379
80109110204,17,0,18,52,20,0,78,218,0,296
80109110205,3,0,5,60,17,0,79,143,0,222
80109110206,0,0,3,48,24,0,78,162,3,239
80109110207,6,0,6,181,32,3,222,365,20,603
80109110209,8,0,8,71,14,0,80,140,11,230
80109110210,6,0,8,9,3,0,19,66,87,166
80109110211,11,0,11,84,25,3,107,164,9,284
80109110301,0,0,0,74,23,4,97,264,13,372
80109110302,11,0,11,58,16,6,77,209,9,302
80109110303,5,0,5,77,13,6,98,195,3,298
80109110304,16,0,16,89,28,3,122,244,12,376
80109110305,9,0,6,52,17,0,76,146,11,227
80109110306,130,12,140,74,25,4,97,377,22,498
80109110307,24,0,24,96,17,4,114,259,16,385
80109110308,4,0,4,42,13,0,60,94,7,165
80109110401,12,0,18,92,28,5,122,444,15,581
80109110402,3,0,3,47,17,7,73,173,13,261
80109110403,14,0,17,85,39,3,122,240,15,378
80109110404,9,0,6,45,45,5,95,259,7,360
80109110405,21,0,29,58,42,0,102,335,19,454
80109110406,0,0,0,0,0,0,0,0,0,0
80109110501,0,0,0,0,0,0,0,0,0,0
80109110502,11,5,8,132,32,0,165,321,20,503
80109110503,10,0,10,62,14,9,75,230,15,325
80109110504,56,5,61,57,32,4,89,434,30,554
80109110505,15,0,15,88,23,6,114,179,9,298
80109110506,9,0,9,108,26,0,135,314,10,464
80109110507,8,0,6,118,15,3,132,406,29,575
80109110601,9,0,10,112,45,6,162,276,14,449
80109110602,3,0,3,97,32,0,136,323,20,477
80109110603,5,0,5,85,24,0,109,262,23,391
80109110604,11,0,14,41,12,0,57,173,5,235
80109110605,0,0,0,79,5,0,86,358,29,473
80109110606,22,3,20,46,55,4,100,296,15,409
80109110607,20,0,23,91,28,8,126,247,12,384
80109110701,11,4,14,37,29,0,58,191,11,264
80109110702,7,0,7,78,51,3,133,394,11,535
80109110801,0,0,0,0,0,0,0,0,0,0
80109110802,4,0,4,38,6,0,48,151,11,211
80109110803,12,0,12,103,31,10,140,334,12,489
80109110804,14,0,17,71,26,0,93,283,13,389
80109110805,4,0,4,74,32,0,105,241,13,364
80109110806,8,0,8,71,28,0,99,192,8,305
80109110807,22,0,24,96,33,13,141,305,19,472
80109110901,12,0,16,25,6,0,33,170,3,204
80109110904,0,0,0,0,0,0,0,0,0,0
80109110905,5,0,5,20,14,0,37,149,15,204
80109110907,0,0,0,52,10,0,60,220,7,293
80109110908,0,0,0,56,9,5,60,234,14,314
80109110910,3,0,3,61,14,0,80,253,9,348
80109110913,5,0,5,32,9,0,36,176,9,223
80109110915,0,0,0,104,20,0,127,351,36,509
80109110916,0,0,0,48,4,0,54,387,13,454
80109110917,7,0,7,117,27,4,150,618,40,802
80109110918,4,0,3,54,24,0,79,321,19,423
80109110919,0,0,0,0,0,0,0,0,0,0
80109110920,0,0,0,0,0,0,0,0,0,0
80109110921,0,0,0,86,26,0,116,662,78,845
80109111001,13,0,13,103,22,0,120,285,26,434
80109111002,5,0,5,97,37,0,130,241,14,389
80109111003,8,0,8,51,12,3,69,133,10,214
80109111004,7,0,3,91,27,7,127,219,6,353
80109111005,3,0,3,64,23,7,89,154,15,264
80109111006,0,0,9,60,19,4,79,160,10,258
80110113401,0,0,0,0,0,0,0,11,5,13
80110113505,0,0,0,76,9,3,95,157,13,260
80110113506,0,0,0,130,13,3,146,148,10,311
80110113507,0,0,0,37,11,0,49,121,7,176
80110113508,10,0,10,97,21,0,122,275,24,419
80110113509,0,0,0,114,18,6,138,294,10,442
80110113510,0,0,0,105,19,4,128,127,0,252
80110113511,0,0,0,86,7,5,104,299,10,409
80110113512,0,0,0,71,10,3,90,185,19,287
80110113513,0,0,0,147,16,3,169,247,17,430
80110113514,0,0,0,133,10,0,142,247,34,422
80110113515,0,0,0,111,24,5,139,123,4,264
80110113602,0,0,0,77,10,0,90,65,0,161
80110113603,0,0,0,159,10,0,173,209,10,386
80110113604,0,0,0,76,19,0,98,377,14,488
80110113605,0,0,0,161,17,3,179,150,8,339
80110113606,0,0,0,215,29,0,249,384,27,657
80110113701,0,0,0,0,0,0,0,0,0,0
80110113901,0,0,0,114,15,0,133,175,6,318
80110113902,0,0,0,109,17,0,127,149,5,278
80110113903,3,0,3,40,17,0,57,280,25,361
80110113904,0,0,0,0,0,0,0,0,0,0
80110113905,0,0,0,92,15,0,112,279,36,424
80110113906,0,0,0,118,22,6,148,227,14,388
80110113907,0,0,0,72,12,0,81,166,11,257
80110113908,0,0,0,104,20,0,125,167,10,298
80110113909,0,0,0,44,11,0,56,230,9,297
80110113910,4,0,4,59,16,0,78,319,14,415
80110114501,0,0,0,0,0,0,0,0,4,4
80110114601,0,0,0,0,0,0,0,4,0,4
80111114001,3,0,3,14,0,0,17,27,5,51
80111114002,0,0,0,12,4,0,17,41,8,68
80111114004,0,0,0,13,9,0,20,43,0,63
80111114005,0,0,0,3,3,0,7,3,0,12
80111114006,0,0,0,77,16,0,89,119,15,229
80111114101,0,0,0,6,3,0,12,20,13,47
89797979991,0,0,0,0,0,0,0,0,0,0
89999949999,0,0,4,63,32,0,97,335,130,560
