SA1_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
80101102504,56,105,0,3,8,37,0,3,35,147,50,191,3,9,3,10,12,35,17,54,62,245,0,0,3,6,0,8,10,24,13,34,0,7,0,0,6,15,11,19,23,54,4,6,142,415
80101102505,22,48,0,0,7,24,0,6,26,96,27,125,0,15,3,11,6,33,16,63,42,187,0,0,0,4,0,0,0,0,4,9,0,3,0,0,4,4,5,10,4,19,0,5,73,248
80101102506,62,133,0,7,8,26,0,7,46,176,50,208,3,23,9,21,14,41,29,90,77,298,0,0,0,0,0,0,0,0,3,7,0,0,0,0,6,17,11,15,11,25,0,0,151,455
80101102601,38,75,0,7,4,27,0,3,27,111,33,149,6,14,6,24,14,44,20,83,55,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,10,3,10,0,0,101,310
80101102602,26,51,0,0,3,8,0,0,17,64,19,75,3,13,0,9,6,15,15,36,25,109,0,0,3,10,0,0,0,0,0,12,0,4,0,0,0,0,4,9,4,14,0,0,58,180
80101102603,42,84,3,11,8,26,4,11,32,130,40,174,4,17,11,33,9,28,26,82,67,259,0,0,6,7,0,0,0,0,6,7,0,0,0,0,4,5,4,10,6,14,0,0,115,361
80101102604,55,110,3,17,10,42,0,0,36,143,50,209,8,22,13,41,15,45,29,105,78,312,0,0,0,0,0,0,5,6,5,6,0,0,0,0,3,14,3,14,3,18,0,5,137,446
80101102605,32,74,0,0,4,24,0,0,17,58,23,87,0,4,3,9,8,15,8,33,31,120,0,3,0,4,0,0,5,5,4,17,0,0,0,0,0,5,4,8,8,25,0,0,73,214
80101102606,65,126,3,10,12,53,0,5,45,168,60,246,3,12,10,33,14,47,28,91,85,332,0,0,0,7,0,4,7,17,9,29,4,17,3,6,3,17,14,36,27,65,3,3,175,530
80101102607,42,90,0,5,11,36,0,9,32,125,43,172,3,10,9,27,4,18,16,51,59,220,0,0,0,5,0,0,4,14,4,17,0,0,0,4,5,14,3,20,12,38,0,0,113,354
80101111101,0,0,0,0,0,0,0,0,0,8,0,8,0,3,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,8
80101114201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101114301,17,32,0,0,4,22,0,6,18,80,27,98,0,0,3,8,0,0,3,18,34,118,0,0,0,3,0,0,6,10,8,9,0,0,0,0,0,0,0,0,4,14,0,0,52,160
80101114302,52,109,0,0,8,25,6,15,58,228,63,270,4,6,0,10,3,12,9,24,75,294,0,5,0,3,0,0,3,12,5,22,0,5,0,0,0,5,3,11,11,31,3,7,142,441
80101114401,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
80103103102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103103103,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
80103103201,3,4,0,6,0,0,0,4,0,4,5,14,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20
80103111301,24,44,0,0,0,6,0,0,16,62,17,74,0,0,0,10,9,21,12,28,27,103,0,0,0,7,0,3,5,11,12,22,0,0,0,0,4,10,4,10,11,30,4,3,65,184
80103111302,31,61,0,0,0,0,0,0,4,27,4,27,0,0,0,3,0,4,0,3,11,29,0,0,0,5,0,0,0,8,4,12,0,0,0,4,4,11,8,13,12,26,5,9,56,124
80103111303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111304,0,0,0,0,0,3,0,0,0,9,4,11,0,0,0,0,0,4,0,4,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24
80103111305,0,4,0,0,0,8,0,0,0,4,3,9,0,0,0,0,0,4,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21
80103111306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111307,14,28,0,0,0,0,3,8,0,0,3,13,0,0,0,0,0,3,0,3,3,19,0,0,0,0,0,0,4,5,4,5,0,0,0,0,3,5,3,5,5,13,0,4,26,64
80103111308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111309,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
80103111401,8,22,0,0,5,7,0,0,4,24,9,35,0,0,4,10,0,0,4,10,12,46,0,0,0,0,0,0,6,10,6,10,0,0,0,0,0,0,0,0,3,7,0,0,27,73
80103111501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111502,12,20,0,6,6,14,0,0,9,21,8,38,0,0,3,11,3,11,6,20,15,62,0,0,0,0,0,0,4,14,4,14,0,0,0,3,4,4,4,3,4,19,0,0,34,101
80103111503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111504,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,12,20
80103111505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
80103111506,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
80103111507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103401,28,60,0,4,9,27,5,10,35,127,40,168,0,4,5,15,10,24,15,39,53,210,0,0,0,10,0,0,6,17,12,31,0,0,0,7,8,26,10,30,26,57,0,3,115,328
80104103402,29,52,0,7,0,11,0,4,15,61,21,85,3,10,5,11,3,14,8,33,31,113,0,0,3,4,0,0,0,4,0,9,0,0,0,4,3,9,6,14,11,21,0,0,68,191
80104103403,40,83,3,12,10,56,0,16,46,158,55,237,4,13,15,53,8,29,25,95,82,334,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,5,3,11,3,7,129,427
80104103404,33,58,0,4,6,9,5,10,39,154,46,186,0,20,7,32,14,37,20,88,70,272,0,0,0,5,0,3,9,24,8,30,0,0,0,0,0,10,5,11,17,37,0,0,118,368
80104103405,22,48,0,0,14,54,0,0,53,219,65,276,9,35,3,19,12,26,24,80,86,348,0,0,4,5,0,0,4,4,6,12,0,0,5,9,7,14,12,24,19,38,0,3,130,438
80104103406,39,84,0,20,4,23,6,7,35,122,44,170,4,15,7,25,10,25,22,67,60,235,0,0,0,0,0,0,3,6,3,10,0,3,0,0,5,19,13,25,11,29,0,0,115,348
80104103407,22,45,0,3,11,44,0,4,19,89,34,142,5,11,4,21,7,14,12,46,47,190,0,0,0,0,0,0,3,4,4,10,0,4,5,0,0,3,0,10,7,16,0,3,77,252
80104103408,98,190,4,13,7,41,0,22,73,279,94,355,0,7,10,32,11,39,26,84,117,441,0,0,0,0,0,3,18,51,24,59,3,19,0,6,13,28,21,55,47,105,4,10,263,749
80104103409,10,29,0,0,6,33,0,0,28,107,38,140,4,12,3,16,9,18,13,47,50,183,0,3,0,3,0,0,3,14,7,20,0,0,3,3,6,6,5,16,17,30,0,0,79,242
80104103410,41,84,0,3,14,63,5,13,36,142,52,224,5,24,11,30,22,64,36,119,87,344,0,0,4,9,0,0,4,3,3,11,0,0,0,9,3,7,4,12,9,26,0,0,139,455
80104103411,37,69,0,3,17,65,0,0,69,280,84,350,4,21,11,39,12,31,31,98,110,444,0,0,0,7,0,6,3,13,7,20,0,0,3,12,3,5,7,13,18,34,0,0,162,558
80104103412,21,44,4,8,12,58,3,8,44,174,60,254,9,46,16,56,13,32,37,130,96,387,0,0,0,0,0,9,3,14,5,20,0,3,0,4,3,3,3,10,11,33,0,0,130,464
80104103413,38,84,0,0,10,36,0,0,22,83,33,125,0,4,9,24,10,31,18,60,50,183,0,0,0,3,0,0,9,26,12,26,0,0,3,5,8,16,11,20,18,51,0,5,114,322
80104103414,12,24,0,3,3,10,0,11,13,59,21,86,0,9,3,10,13,32,18,54,39,143,0,0,0,0,0,0,4,7,4,7,0,0,0,0,6,13,6,18,11,27,0,0,58,196
80104103501,31,68,0,14,0,3,0,3,40,160,49,179,0,8,4,9,9,24,11,39,59,216,4,11,0,0,0,0,3,10,6,23,0,0,0,3,7,12,11,18,12,35,4,7,104,327
80104103505,26,44,0,0,3,19,0,0,42,162,43,175,3,12,0,0,0,9,4,20,51,195,0,0,0,6,0,0,10,25,10,28,0,0,0,0,0,4,0,9,12,31,0,5,86,280
80104103506,24,53,0,9,8,44,0,7,43,173,53,222,0,3,9,35,3,14,16,55,64,274,0,4,0,8,0,4,8,15,9,37,0,0,3,6,8,17,11,27,18,59,0,0,115,382
80104103507,24,50,0,7,9,36,0,4,50,205,64,252,0,3,4,19,9,21,16,45,76,295,0,0,3,6,0,3,8,24,11,27,3,7,6,5,0,0,9,13,17,37,0,3,115,386
80104103508,10,20,0,0,9,38,0,0,39,171,48,208,0,6,3,8,3,17,11,29,61,236,0,0,0,9,0,0,5,30,12,40,0,0,0,0,4,8,5,16,17,51,0,3,86,310
80104103509,15,32,3,14,12,46,4,13,51,207,67,277,3,20,4,23,5,13,18,55,76,334,0,15,0,0,0,4,15,32,16,51,0,0,5,4,0,0,5,4,19,52,0,4,117,423
80104103510,22,49,3,9,10,45,0,0,59,212,67,267,8,21,10,24,16,48,24,95,93,361,0,7,5,15,0,0,9,16,9,36,4,8,0,4,4,9,4,19,19,51,4,6,142,468
80104103511,23,43,4,13,13,40,0,3,34,127,43,182,7,17,3,12,4,6,11,40,54,225,0,0,0,0,0,0,7,16,7,16,0,0,0,0,0,0,0,0,7,19,0,0,79,287
80104103512,28,69,0,4,6,43,0,15,70,292,86,358,7,23,11,29,5,13,16,68,104,426,0,5,4,7,0,8,9,27,13,44,0,0,5,6,7,13,6,25,23,65,0,4,158,561
80104103513,24,46,0,4,4,15,0,0,50,181,56,215,5,21,3,7,3,21,15,49,66,253,0,0,5,11,0,4,0,9,9,25,0,4,0,4,3,5,5,9,8,29,0,4,106,335
80104103514,19,40,0,8,7,27,0,4,42,170,48,207,0,14,3,16,3,12,10,46,64,254,0,0,0,3,0,0,3,9,4,8,0,0,3,4,0,3,4,10,8,23,0,0,92,312
80104103515,18,45,3,16,9,28,4,16,33,149,46,201,0,3,6,14,3,14,6,34,57,244,0,0,0,0,0,0,5,8,5,8,0,6,3,4,0,3,3,15,6,19,0,5,89,305
80104103516,23,49,0,0,12,57,0,8,65,264,80,324,5,17,0,9,3,18,16,47,93,370,3,6,3,13,0,0,11,38,19,62,0,0,0,3,8,13,5,18,29,76,0,0,146,498
80104103517,20,33,0,0,0,17,0,0,33,121,38,140,4,17,4,7,0,5,8,32,44,171,0,8,0,6,0,0,4,14,4,27,0,0,3,5,6,9,8,15,17,41,0,3,73,247
80104103518,32,69,0,5,10,35,6,25,55,202,66,274,5,23,4,11,5,14,10,47,74,318,0,0,0,0,0,0,8,19,7,21,0,0,0,7,4,3,0,10,14,35,0,0,123,424
80104103519,21,44,0,3,7,14,0,3,40,156,45,184,4,4,3,15,10,19,16,41,61,229,0,0,0,3,0,0,3,11,8,16,0,0,0,0,0,0,0,0,8,16,6,6,86,292
80104103520,29,61,0,4,4,26,0,6,32,135,41,167,0,9,3,8,0,0,3,12,43,185,0,0,0,0,0,0,5,27,5,27,0,4,4,4,5,10,4,13,17,41,4,10,92,297
80104103521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103522,23,47,0,0,4,23,0,5,46,186,55,213,0,3,6,23,3,19,9,45,59,254,0,0,0,3,0,0,6,9,6,14,0,0,0,0,4,7,4,7,6,21,0,3,95,324
80104103601,29,67,4,17,9,33,0,8,45,181,54,234,3,18,8,14,9,32,18,62,75,298,0,0,5,4,3,6,8,18,14,30,0,3,0,0,9,19,7,16,18,45,5,4,128,416
80104103604,42,87,5,14,9,26,0,0,59,223,72,268,0,4,0,5,9,26,9,28,81,297,0,0,4,5,0,3,10,23,11,36,0,13,0,7,6,6,10,26,20,63,3,6,151,449
80104103605,18,38,0,0,7,18,0,0,26,111,33,120,0,12,6,16,7,33,18,51,44,178,0,0,0,4,0,0,0,4,7,12,0,0,0,0,0,0,0,0,3,10,3,9,73,227
80104103606,34,69,0,0,0,9,0,0,48,192,53,204,0,6,0,0,4,13,3,18,57,217,0,0,0,5,0,0,5,16,12,21,0,0,4,9,4,3,8,10,14,34,0,0,103,321
80104103607,20,44,0,8,3,26,0,4,46,180,52,216,0,0,3,28,7,8,9,35,63,255,0,0,0,0,0,0,6,22,6,22,0,0,0,0,7,11,5,12,13,33,0,0,101,329
80104103608,45,94,3,14,3,16,0,3,75,276,82,312,0,0,9,22,8,26,16,50,97,367,0,0,5,5,0,3,12,33,15,41,3,7,3,8,4,3,5,21,22,57,4,5,168,521
80104103609,45,90,0,0,3,18,0,0,78,302,84,311,0,3,7,28,5,20,19,52,98,367,0,0,0,5,0,0,9,24,10,35,0,4,0,4,6,15,11,25,25,54,3,5,172,519
80104103610,33,74,0,0,3,13,0,0,25,98,31,114,0,3,0,3,4,9,4,20,35,131,0,0,0,0,0,8,10,26,11,34,0,0,0,0,3,7,0,7,17,37,3,7,91,249
80104103611,19,33,0,0,8,40,0,0,34,127,45,172,0,12,7,38,5,13,16,58,61,230,0,0,0,6,0,0,0,3,4,6,0,7,0,0,0,0,0,7,7,13,0,0,80,277
80104103612,19,42,0,0,0,0,0,0,23,75,23,75,0,0,0,4,5,4,0,6,25,83,0,0,0,3,0,0,5,12,8,17,0,0,3,8,0,0,9,11,11,23,0,4,62,153
80104103613,30,65,0,0,0,14,0,0,51,196,56,206,0,0,3,20,5,15,14,38,67,246,0,0,0,0,0,0,10,22,10,22,0,8,3,5,3,8,5,15,16,38,0,0,117,346
80104103614,23,44,0,0,6,31,0,0,34,132,37,161,4,14,4,23,11,32,17,65,59,224,0,0,3,7,0,0,0,10,4,14,3,9,0,0,3,14,8,14,15,28,0,0,91,298
80104103615,37,75,0,0,10,39,4,8,94,341,107,384,8,19,0,11,8,24,18,53,120,438,0,0,0,0,0,0,3,11,3,11,0,3,3,7,4,4,11,19,15,27,0,5,168,544
80104103616,37,70,0,7,14,46,0,13,55,213,68,284,0,17,10,35,6,30,24,81,93,365,0,10,0,4,0,0,8,21,9,40,0,0,0,3,6,13,10,14,19,58,0,0,152,485
80104103617,35,71,0,3,3,16,0,0,43,164,49,184,0,8,8,21,3,15,9,40,58,230,0,0,3,5,0,6,3,12,7,21,0,7,4,8,5,4,4,22,15,40,0,0,111,339
80104103618,14,29,0,0,0,0,0,0,8,25,8,25,0,0,0,0,0,0,0,0,8,25,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,4,8,0,0,24,63
80104103702,35,72,0,3,0,5,0,0,32,127,32,137,0,4,0,0,0,7,5,15,42,147,0,0,0,0,0,0,14,35,14,35,0,0,5,8,6,3,4,11,23,45,0,4,100,271
80104103703,42,88,0,6,3,12,0,0,56,211,60,228,0,6,7,15,8,15,9,31,73,260,0,0,4,3,0,0,14,24,13,30,0,0,4,4,0,7,5,10,20,39,0,0,131,386
80104103704,38,74,0,0,6,42,0,9,51,199,62,244,6,6,9,39,12,33,22,80,87,330,0,0,5,13,0,0,0,3,4,16,0,0,0,0,0,4,4,7,7,22,0,5,133,423
80104103705,28,54,0,0,0,0,0,0,12,26,12,26,0,0,0,0,0,0,0,0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,9,0,3,42,97
80104103706,25,50,0,0,12,40,0,4,38,142,48,184,0,4,3,6,8,24,12,37,59,221,0,0,0,0,0,0,6,10,6,10,0,0,0,0,0,3,0,3,7,11,0,0,86,281
80104103707,38,71,0,0,0,19,0,3,31,110,31,133,0,0,0,0,5,13,5,13,41,140,0,0,0,0,0,0,12,27,12,27,0,0,0,0,0,0,0,0,12,27,0,3,89,243
80104103708,37,66,0,10,12,39,0,0,67,248,79,301,0,11,8,23,5,26,20,61,96,363,0,0,0,3,0,0,5,21,9,19,4,6,0,0,3,7,5,20,13,40,0,3,146,473
80104103709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103710,33,75,0,0,9,29,3,12,70,258,78,295,0,7,7,10,5,17,8,28,84,325,0,0,0,6,0,0,0,13,3,15,0,0,3,5,6,4,8,8,7,21,0,7,134,420
80104103711,53,113,0,3,3,14,0,3,85,323,89,348,4,23,9,37,6,22,23,83,110,431,0,0,0,0,0,0,5,19,5,19,0,0,0,3,4,6,4,4,9,20,3,4,182,572
80104103712,35,72,0,0,3,18,0,0,22,78,20,94,4,6,0,5,0,0,0,9,27,107,0,0,0,5,0,0,3,3,0,9,0,0,0,4,0,4,0,3,3,11,0,0,68,185
80104103713,25,51,0,0,3,15,3,14,40,152,46,174,0,13,0,10,4,11,10,36,56,210,0,0,0,0,0,8,3,8,4,17,0,0,0,6,0,0,0,6,6,18,0,6,89,282
80104103714,36,71,0,0,13,56,0,0,54,213,68,269,4,20,8,24,9,33,20,70,93,344,0,0,0,0,0,0,5,13,5,13,0,0,5,10,0,0,5,10,10,25,0,0,133,441
80104103804,32,61,0,0,13,54,0,0,46,181,61,238,3,22,17,53,4,13,23,90,87,326,0,0,0,5,0,0,6,13,6,22,4,6,0,0,5,9,5,22,18,42,0,0,135,433
80104103805,22,50,0,0,6,29,3,5,52,191,59,231,0,0,8,23,7,22,13,43,70,271,0,0,0,0,0,0,4,15,4,15,0,0,0,0,4,6,4,6,9,23,0,0,108,342
80104103806,10,26,0,9,7,47,0,8,29,110,42,168,3,22,10,23,8,15,14,57,58,227,0,0,0,9,0,0,0,13,3,16,0,0,0,4,0,0,0,4,4,18,0,0,79,273
80104103807,26,48,0,0,6,27,0,5,34,131,42,161,6,9,9,26,7,15,15,54,58,217,0,0,0,0,0,0,6,10,6,10,0,0,0,0,5,3,5,3,4,14,0,5,84,282
80104103808,30,56,0,5,3,24,0,0,35,138,45,166,4,17,11,32,0,10,14,58,60,224,0,0,0,3,0,0,8,16,10,23,0,4,0,4,0,3,5,11,19,35,0,0,104,313
80104103809,6,13,3,13,12,56,0,0,34,131,42,196,6,18,7,13,8,22,15,57,59,252,0,3,0,0,0,8,0,3,9,19,0,0,0,0,0,7,5,6,11,26,0,0,78,291
80104103810,26,56,0,4,10,38,0,0,40,162,49,203,4,9,4,12,9,17,13,40,60,239,0,0,0,0,0,0,0,8,0,8,0,0,0,7,0,3,6,7,5,15,0,0,96,311
80104103811,14,35,0,7,9,31,0,3,32,139,41,176,0,5,0,10,0,3,8,20,46,195,0,0,0,0,0,0,10,14,10,14,0,0,0,0,4,9,4,9,13,20,0,0,75,254
80104103812,37,87,5,12,7,26,3,20,65,237,75,289,4,8,6,32,4,15,11,51,90,344,0,0,0,4,0,0,5,13,10,25,0,0,4,3,0,6,8,15,19,36,0,0,143,466
80104103813,23,41,0,3,6,36,0,0,48,184,54,224,4,7,8,31,4,9,10,46,67,272,0,0,0,9,0,0,8,10,7,20,0,0,0,3,3,4,3,11,11,29,3,4,102,343
80104103814,32,68,0,3,4,28,0,9,29,116,44,152,6,14,3,18,5,5,14,35,52,184,0,4,4,5,0,0,7,11,6,21,0,0,3,3,3,4,3,9,9,26,0,3,97,282
80104103815,41,80,0,0,8,42,0,4,45,173,55,212,3,17,4,10,11,29,18,57,68,266,0,0,0,3,0,0,0,7,5,10,0,5,0,0,0,3,3,3,4,16,0,4,120,369
80104103907,25,49,6,11,6,18,0,7,15,74,23,108,0,4,6,19,3,14,14,43,39,151,0,0,0,4,0,0,3,15,3,15,0,0,0,0,0,0,0,0,6,18,0,0,67,218
80104103908,20,38,0,0,0,9,0,0,27,104,27,109,3,10,0,7,0,7,8,20,37,136,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,3,0,3,5,10,0,13,61,184
80104103910,90,182,0,6,0,11,0,0,45,146,40,162,0,3,4,6,4,10,8,24,52,184,0,0,0,0,0,0,13,31,16,33,0,0,7,7,4,4,9,19,17,49,5,4,163,418
80104103911,38,78,0,0,0,7,0,0,12,32,9,39,0,0,4,3,0,0,4,3,12,42,0,0,0,5,0,0,5,4,3,9,0,0,0,0,0,3,0,3,6,9,0,0,55,134
80104103912,25,52,0,9,5,33,0,6,29,107,40,158,3,15,5,20,8,40,20,73,58,227,0,0,4,14,0,0,5,9,10,13,0,6,4,9,6,5,8,16,14,35,0,3,102,315
80104103913,30,60,0,0,0,0,0,0,16,50,16,50,0,0,0,4,0,0,0,4,16,51,0,0,0,0,0,0,3,7,3,7,0,0,0,3,0,0,0,3,4,7,5,5,57,122
80104103914,29,66,0,0,5,24,0,12,57,223,64,256,0,14,6,27,6,14,17,55,83,313,0,3,0,0,0,0,3,10,3,17,0,0,0,0,8,17,11,22,16,36,0,4,128,416
80104103915,21,44,0,0,3,36,0,4,36,128,42,168,0,0,3,15,6,25,13,36,56,204,0,8,0,4,0,3,3,8,3,18,0,0,0,0,0,4,0,10,8,27,0,3,89,281
80104103916,54,104,0,0,4,8,0,0,35,140,42,150,4,5,4,5,3,21,11,38,56,182,0,0,0,0,0,0,3,16,3,16,0,0,0,0,3,0,6,10,10,25,8,10,118,325
80104103917,27,51,0,0,0,6,0,0,16,44,15,46,0,0,0,0,0,0,0,0,15,46,0,0,0,0,0,0,12,24,12,24,0,0,0,0,4,5,4,5,12,37,0,0,50,132
80104103918,36,71,0,0,0,3,0,5,13,50,19,62,0,0,0,0,0,0,0,0,19,62,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,3,5,12,4,8,0,0,55,136
80104103919,22,40,0,0,3,13,0,0,27,108,28,119,0,5,4,14,7,22,10,40,45,160,0,0,0,5,0,0,0,0,0,7,0,0,6,8,0,3,4,8,5,19,0,0,66,216
80104103920,26,59,0,0,0,0,0,0,16,63,16,63,0,0,0,0,0,3,0,3,18,65,0,0,0,0,0,0,5,7,5,7,0,0,0,0,0,0,0,0,5,7,0,8,52,136
80104103921,65,132,0,0,0,11,0,0,24,94,25,102,0,0,0,0,0,0,0,0,25,102,0,0,0,5,0,0,5,16,12,20,0,0,3,3,0,0,3,3,8,23,5,10,104,265
80104103922,30,50,0,0,8,33,0,11,57,208,67,253,0,3,3,21,4,14,10,40,76,292,0,0,0,3,0,0,10,23,8,23,0,0,5,11,6,10,11,22,21,42,3,4,126,393
80104103923,21,48,0,0,17,67,0,14,59,228,76,306,0,5,9,30,10,31,21,70,96,372,0,0,0,4,0,0,0,6,3,4,0,0,0,5,0,0,3,10,9,13,0,3,126,435
80104103924,22,51,0,6,11,47,0,5,46,161,57,223,0,8,6,21,7,25,19,57,70,280,0,0,0,0,0,0,6,22,6,22,0,0,3,7,0,0,3,8,10,28,0,3,107,359
80104103925,26,52,0,0,6,32,0,7,50,191,58,224,4,17,11,32,5,18,18,69,80,289,0,0,0,3,0,4,9,12,6,19,0,0,3,11,3,3,3,9,13,30,0,0,114,374
80104103926,24,45,0,0,0,0,0,0,6,26,6,26,0,0,0,0,0,0,0,0,6,26,0,0,0,0,0,0,5,3,5,3,0,0,0,0,0,0,0,0,5,3,0,0,33,81
80104103927,35,78,3,10,12,60,0,4,48,178,65,256,0,6,10,37,8,19,19,60,81,317,0,3,0,0,0,0,3,14,9,22,0,0,0,0,7,27,7,27,15,49,8,11,143,457
80104103928,19,37,0,0,8,27,0,0,27,115,34,140,0,12,3,12,5,12,6,30,43,172,0,0,0,0,0,0,6,8,6,8,0,3,0,0,3,5,3,7,9,20,0,4,73,232
80104103929,43,83,0,0,0,20,0,0,26,97,31,114,0,0,0,3,0,0,0,3,31,120,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,0,4,3,8,0,3,80,215
80104104001,66,138,0,4,3,22,0,3,42,157,48,187,4,19,4,14,5,11,10,44,58,228,4,15,0,0,0,0,7,12,11,29,3,7,0,0,8,14,8,26,19,53,4,17,148,432
80104104002,38,79,0,4,3,18,0,0,18,70,23,95,6,21,10,36,10,39,23,94,52,188,0,0,3,7,0,0,0,3,4,12,0,0,0,0,4,9,5,11,11,23,0,0,99,288
80104104005,32,63,0,0,6,24,4,11,34,140,46,177,5,8,5,18,5,12,12,36,60,215,0,7,0,0,0,0,6,22,8,27,0,3,0,6,5,11,11,16,15,44,0,4,106,322
