SA1_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
80107107113,19,42,0,0,4,15,0,4,19,68,29,94,0,10,0,5,9,34,16,48,41,145,0,0,4,6,0,0,10,15,6,24,0,8,0,5,4,10,7,20,20,42,0,0,79,224
80107107114,28,63,0,0,0,10,0,18,19,75,25,101,0,6,3,9,17,47,18,61,39,158,0,0,0,5,0,0,10,22,8,26,0,0,0,4,5,14,8,12,19,39,0,0,87,256
80107107202,35,69,0,0,4,12,0,0,15,71,20,82,0,0,0,3,12,30,8,39,29,119,0,0,5,10,0,0,6,10,9,19,0,10,0,0,10,13,14,24,17,49,3,10,93,246
80107107203,32,59,0,0,11,43,0,16,25,95,39,152,5,15,9,24,11,29,24,69,54,217,0,7,0,5,0,4,5,14,11,29,0,4,0,4,10,20,8,27,21,59,0,0,104,341
80107107204,47,101,0,8,7,15,0,5,25,99,30,131,4,9,3,10,6,21,17,45,41,176,0,0,3,11,0,3,9,17,15,34,0,3,0,6,8,30,10,33,25,64,0,0,123,342
80107107205,43,89,3,19,14,59,0,11,51,192,72,283,6,22,11,26,14,34,26,88,97,367,0,0,8,17,0,0,12,23,19,45,3,17,3,9,11,22,20,49,36,92,0,7,182,562
80107107206,47,94,0,0,0,3,0,0,30,114,34,117,0,3,5,14,4,8,9,32,40,144,0,0,3,3,0,13,15,49,26,61,3,10,7,13,12,24,20,44,46,103,0,7,136,345
80107107207,43,79,0,0,3,25,0,0,27,121,34,145,4,12,0,9,9,36,14,55,51,207,0,0,0,3,0,0,14,22,12,28,0,3,0,0,8,19,12,21,21,50,5,7,123,342
80107107208,40,87,4,12,6,26,0,7,30,125,42,169,8,37,6,17,23,71,35,125,73,298,0,3,0,3,0,6,14,28,13,48,0,5,8,10,12,26,18,36,32,78,3,15,151,473
80107107209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107210,25,54,0,0,6,25,0,8,27,95,32,128,3,7,4,9,11,40,18,55,47,186,0,0,0,0,0,5,7,12,10,17,0,0,0,0,5,11,5,11,10,28,0,3,87,270
80107107211,26,49,0,3,7,24,0,0,14,64,21,90,0,9,4,16,14,30,16,57,40,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,62,210
80107107301,41,85,0,5,7,21,0,0,39,159,43,190,5,20,9,15,15,48,26,78,73,267,0,0,0,3,0,5,3,7,9,16,0,0,0,0,5,15,6,19,14,29,0,3,127,387
80107107302,48,106,0,4,6,18,0,0,29,115,33,144,0,0,5,16,19,55,21,79,56,216,0,0,6,6,0,0,0,6,4,13,0,0,3,5,6,12,5,16,11,28,3,12,123,359
80107107303,47,98,0,0,11,63,3,6,34,133,50,199,6,6,12,28,13,45,24,79,75,283,0,0,4,6,0,3,7,27,14,34,3,6,0,3,10,26,17,37,29,74,0,0,147,458
80107107304,42,76,0,0,3,10,0,0,24,99,28,113,0,8,4,5,0,5,0,18,38,125,0,0,0,3,3,10,10,15,12,30,0,0,4,0,4,13,7,13,17,49,6,8,94,252
80107107307,50,106,0,0,6,26,0,0,38,138,43,165,0,12,4,15,7,30,14,49,59,219,0,0,0,7,0,3,5,20,5,28,0,5,4,3,10,21,10,31,24,57,0,0,134,382
80107107308,37,70,0,4,6,14,0,12,17,80,28,112,0,8,8,16,9,24,15,53,41,160,0,0,0,7,0,0,3,10,3,10,0,0,3,3,10,15,12,17,11,26,0,0,90,261
80107107309,46,102,0,3,10,52,8,16,39,161,58,237,3,17,7,18,18,74,30,102,91,338,0,3,0,4,0,0,9,16,7,27,0,5,3,6,11,25,15,32,24,63,0,0,162,505
80107107310,50,101,0,0,3,6,0,0,21,94,30,111,3,19,7,27,18,52,26,96,57,210,0,0,0,0,0,7,0,6,4,9,5,6,0,3,4,4,4,17,12,23,3,5,119,337
80107107311,52,104,0,8,5,40,4,10,30,114,43,173,5,10,5,20,8,25,15,64,60,230,0,0,5,22,0,6,19,44,29,72,0,0,0,3,14,32,15,34,43,105,4,11,157,460
80107107312,38,67,0,8,11,47,0,11,23,89,31,145,10,27,3,11,17,47,23,88,58,236,0,0,0,0,0,0,3,12,8,10,0,10,0,0,3,9,8,17,15,29,0,0,105,329
80107107313,31,61,0,0,0,9,0,0,24,100,30,107,0,4,0,5,7,27,11,38,36,143,0,0,3,8,0,0,10,25,11,33,0,0,0,12,13,21,14,33,25,60,0,0,97,261
80107107314,24,44,0,0,4,14,0,4,19,90,26,104,0,0,7,21,8,34,14,50,39,160,0,7,0,8,0,0,0,0,0,10,0,0,0,0,5,9,4,13,6,25,5,3,77,225
80107107315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107316,16,30,0,0,3,30,0,9,30,98,31,133,0,5,0,0,8,16,8,20,40,153,0,0,0,0,0,0,9,18,9,18,0,0,0,0,6,15,6,15,19,32,3,3,71,219
80107107317,26,55,0,4,9,29,0,5,33,123,40,167,3,17,3,16,24,66,33,95,70,264,0,0,0,0,0,0,4,8,4,8,0,0,0,0,3,9,3,9,8,14,0,0,102,331
80107107401,53,111,0,0,10,31,0,0,30,123,35,159,3,19,0,4,17,47,21,67,54,226,0,0,0,10,0,0,0,5,10,22,0,0,0,0,10,28,10,28,19,47,3,5,126,390
80107107402,59,126,0,0,7,48,4,9,43,180,53,235,3,19,0,0,11,50,17,66,73,296,0,0,0,9,0,0,8,21,10,28,3,8,5,14,8,26,17,35,25,68,0,5,162,493
80107107403,32,62,0,0,9,28,0,4,22,90,33,123,3,12,8,26,7,29,24,68,53,195,0,0,4,8,0,0,3,12,3,16,0,0,0,3,0,0,0,9,4,24,0,0,90,276
80107107404,24,55,0,0,7,29,0,0,27,106,33,132,0,0,0,0,4,11,4,11,32,140,0,0,0,5,3,6,5,19,13,27,0,0,4,0,9,20,7,19,20,52,0,0,78,247
80107107405,43,87,0,12,10,47,0,4,31,118,47,181,4,12,0,3,12,37,16,50,60,232,0,8,3,3,0,4,9,26,15,40,0,9,0,0,5,11,6,19,20,57,0,0,126,378
80107107406,42,93,0,4,3,19,4,9,34,122,40,157,4,14,3,19,11,48,21,80,64,237,0,0,0,3,0,7,7,21,13,27,0,4,4,5,8,27,10,33,25,62,0,0,136,396
80107107407,56,116,0,0,6,22,0,11,44,177,54,204,3,5,3,7,14,52,17,68,72,280,0,0,0,0,0,4,10,29,11,30,0,0,3,6,7,14,11,20,21,55,3,5,151,447
80107107408,33,66,0,14,5,23,0,5,16,56,19,101,0,0,0,3,7,24,11,27,36,132,0,0,0,0,0,0,3,7,3,7,0,5,0,0,4,11,6,17,10,27,0,0,74,219
80107107409,44,89,5,25,5,22,0,0,34,151,47,192,0,4,11,26,16,46,23,79,67,275,0,0,0,0,0,0,4,11,4,11,0,5,0,0,8,13,5,21,12,33,0,6,131,393
80107107410,31,64,0,0,0,15,0,0,26,83,26,102,0,0,6,10,6,30,11,36,40,140,0,0,0,0,3,4,5,13,9,20,0,0,4,6,7,16,8,21,17,39,0,0,88,240
80107107411,41,90,0,6,7,31,0,15,36,121,47,172,0,11,3,13,20,72,31,91,74,260,0,8,0,0,0,0,9,33,17,42,0,0,4,5,8,10,8,12,25,61,0,5,142,415
80107107412,25,48,0,8,3,13,0,6,22,83,27,111,0,3,4,9,5,12,10,29,35,136,0,0,4,14,0,0,8,21,13,41,0,0,6,7,6,6,10,14,16,51,4,8,79,242
80107107413,30,58,0,0,3,18,0,0,21,86,26,102,0,14,5,13,8,39,20,65,39,166,0,0,0,0,0,5,6,17,7,20,0,8,0,0,7,9,6,17,17,35,4,4,86,267
80107107502,30,55,0,4,4,19,6,16,21,76,24,121,3,24,8,24,13,41,31,96,52,214,0,20,0,0,0,0,5,16,8,35,0,0,3,12,8,12,11,22,18,56,0,5,100,331
80107107503,41,83,3,12,5,26,0,5,19,79,29,118,7,31,9,27,13,40,31,100,58,222,0,0,4,14,0,0,3,6,5,23,0,0,3,3,5,13,9,16,15,32,0,0,112,341
80107107504,36,69,0,3,0,0,0,0,28,98,29,101,0,12,3,10,10,31,15,52,42,155,0,0,3,4,0,3,15,25,13,33,0,6,0,6,14,28,13,35,31,70,0,0,107,293
80107107505,53,108,0,9,4,18,0,3,32,136,41,160,9,22,5,13,15,51,30,93,68,260,0,0,0,3,0,0,9,25,11,36,0,0,4,5,6,10,6,15,21,50,0,0,144,417
80107107506,37,81,0,0,6,13,4,20,40,158,47,195,3,26,0,0,4,14,13,41,54,234,0,0,3,13,0,0,14,45,19,56,0,0,0,4,7,12,6,16,27,71,0,0,122,391
80107107507,33,64,0,0,5,12,3,8,35,150,46,168,0,13,3,15,10,38,20,62,62,234,0,11,3,13,0,3,10,23,8,42,0,0,0,4,6,11,13,23,23,68,5,3,116,373
80107107508,32,66,3,12,8,37,4,12,19,64,31,130,7,21,4,24,11,43,27,83,56,215,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,4,5,6,4,11,0,0,91,286
80107107509,26,47,0,0,0,19,0,3,16,57,16,83,3,5,3,11,9,33,15,55,35,136,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,3,4,5,4,13,0,3,66,200
80107107510,42,79,4,22,6,24,0,9,38,153,53,211,3,8,6,24,19,63,29,96,84,310,0,13,4,21,0,0,19,44,24,73,0,6,0,0,9,23,10,26,32,99,0,5,152,484
80107107512,29,51,0,0,4,16,0,12,20,72,24,92,3,14,3,20,15,40,16,66,40,159,0,4,0,6,0,0,0,3,5,11,0,0,0,0,9,24,9,25,14,37,0,0,80,247
80107107513,43,88,0,0,5,16,0,10,25,100,32,129,3,13,5,19,5,18,12,45,43,168,0,0,0,3,0,0,0,3,4,3,0,0,0,0,5,18,5,18,5,24,0,0,98,283
80107107514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107516,56,122,4,17,6,27,0,3,38,150,48,195,3,22,6,26,14,49,26,96,72,289,0,0,6,14,4,7,16,33,21,53,3,12,5,8,13,35,23,57,44,108,0,3,176,521
80107107517,21,46,0,0,3,9,4,7,24,94,30,119,8,30,5,28,9,37,21,93,54,212,0,0,0,4,0,7,4,9,6,21,0,0,0,4,3,9,7,15,15,36,0,3,91,295
80107107601,41,84,0,0,9,38,0,0,23,75,29,113,5,27,10,26,10,38,25,88,54,200,0,0,0,4,0,0,0,0,3,9,4,10,0,0,4,10,11,20,7,28,0,0,105,313
80107107602,44,88,0,0,4,22,0,4,30,131,42,157,3,6,3,19,13,35,18,66,61,215,0,0,7,7,0,0,0,9,4,15,0,0,0,0,6,12,11,16,15,32,0,5,117,338
80107107603,52,103,0,4,4,17,0,5,30,137,36,164,0,8,5,21,8,22,19,55,58,216,0,0,0,0,0,0,7,13,7,13,0,0,0,6,9,11,6,22,13,34,0,7,124,355
80107107604,49,96,0,5,4,25,0,4,41,168,50,205,4,8,9,15,10,30,16,52,64,257,0,0,0,0,0,0,3,4,3,4,0,0,0,0,3,11,3,11,5,13,0,4,120,367
80107107605,57,115,0,0,4,17,0,0,29,105,32,128,0,14,7,28,6,18,15,66,49,190,0,0,0,0,0,0,4,11,4,11,0,0,0,0,0,7,0,7,8,21,0,0,112,326
80107107606,46,95,0,4,14,50,0,10,22,106,40,171,7,28,6,27,10,49,25,100,67,272,0,0,6,10,0,4,6,8,6,17,0,3,0,4,5,12,8,24,14,39,0,0,132,407
80107107607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107608,45,88,0,9,0,13,0,5,32,132,39,163,4,21,9,30,15,52,29,109,69,272,0,0,4,6,0,0,0,10,0,9,0,0,0,3,7,10,5,15,10,27,0,0,130,391
80107107609,27,56,0,3,0,7,0,6,14,46,18,60,5,18,7,23,10,29,19,78,34,134,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,4,4,6,10,0,0,69,202
80107107701,62,129,0,7,10,54,5,13,33,127,50,197,4,19,5,22,20,66,29,114,82,308,0,0,3,15,3,7,14,28,17,52,0,0,3,3,10,15,12,25,29,74,0,3,173,520
80107107702,30,64,0,3,6,28,0,8,18,70,26,116,0,10,5,6,13,36,19,62,49,173,0,3,0,7,0,7,4,13,9,28,0,0,0,0,14,30,14,30,21,53,0,0,96,290
80107107703,33,67,3,10,3,25,0,7,23,84,30,120,0,6,3,5,14,53,22,66,49,188,0,4,0,5,0,0,0,0,5,10,0,9,7,7,11,15,10,29,18,44,0,0,101,303
80107107704,34,61,0,7,0,9,0,9,25,85,30,107,4,8,3,10,11,30,11,48,42,151,0,0,0,0,0,0,9,27,9,27,0,6,0,0,4,4,3,13,14,35,0,0,88,249
80107107705,41,81,0,13,4,30,3,8,44,169,55,217,6,8,5,13,15,46,16,63,72,282,0,0,0,3,0,3,14,34,14,43,0,0,4,3,5,14,9,19,27,64,0,0,140,432
80107107706,29,58,0,4,0,4,5,6,30,105,28,128,0,0,0,0,7,30,7,30,38,158,0,0,0,5,0,4,0,3,7,11,0,3,0,3,3,8,6,15,10,27,0,0,83,246
80107107707,45,94,0,9,0,0,0,3,19,75,19,83,0,17,3,25,15,45,25,83,43,167,0,0,3,20,0,0,3,14,8,33,0,6,0,3,5,7,8,18,16,48,0,10,109,314
80107107708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107107801,44,78,0,4,8,23,0,0,36,135,46,171,4,9,8,19,6,26,17,49,56,225,0,0,4,11,0,3,10,25,18,40,0,0,4,7,12,29,18,39,32,81,3,4,133,384
80107107802,43,80,0,0,4,8,0,0,15,70,20,80,0,3,0,6,0,13,3,23,24,98,0,0,0,0,0,0,10,22,10,22,0,0,0,0,4,9,4,9,10,27,0,0,80,212
80107107803,35,62,0,9,3,24,0,0,31,102,35,131,0,0,0,5,9,27,10,35,46,161,0,0,0,0,0,5,12,41,19,45,0,4,4,7,9,19,11,24,31,71,4,4,108,304
80107107804,27,64,0,10,4,9,0,0,33,117,38,135,0,6,0,0,4,11,3,21,44,151,0,0,0,6,0,0,9,17,10,23,0,3,6,8,8,17,13,25,20,50,0,0,94,267
80107107805,42,85,0,0,3,11,0,0,25,92,23,104,3,17,3,13,3,22,13,53,41,157,0,0,0,0,0,9,15,35,15,44,0,3,0,6,10,25,13,31,29,70,0,0,109,318
80107107806,27,56,0,0,0,15,0,10,34,124,37,156,0,6,5,20,12,35,16,57,53,215,0,0,0,6,4,9,10,22,14,41,0,4,3,3,6,9,7,17,22,56,0,0,109,330
80107107807,25,50,0,0,0,3,0,4,12,42,10,52,0,4,6,11,9,34,17,53,28,107,0,0,0,0,0,5,0,0,3,9,0,0,0,4,5,11,9,14,11,23,0,0,63,178
80107107808,29,59,0,0,7,17,0,9,23,101,35,120,0,0,6,15,16,55,22,69,52,187,0,0,3,11,0,3,9,27,16,35,0,3,3,9,9,19,12,29,24,69,0,4,111,317
80107107809,21,50,0,0,3,14,0,0,22,81,25,94,7,29,3,13,14,43,26,85,47,179,0,0,0,0,0,0,6,25,6,25,0,4,0,0,4,11,4,18,13,38,0,0,84,259
80107107810,78,161,0,0,8,27,5,4,40,168,44,198,5,20,6,26,5,29,21,76,70,273,0,0,0,0,0,3,7,24,7,25,0,0,0,0,8,17,11,24,20,51,5,8,168,492
80107107811,58,113,0,0,7,28,5,12,44,164,53,202,0,9,4,13,12,35,17,62,74,269,0,0,5,9,0,6,13,33,22,52,0,0,6,9,10,15,12,24,33,78,0,3,160,456
80107107812,30,64,0,0,0,4,0,4,25,92,23,100,0,0,0,10,11,27,9,38,40,137,0,0,0,0,0,0,18,35,17,32,3,13,4,6,10,25,15,36,28,73,0,4,96,272
80107107813,35,72,3,8,4,21,0,0,22,83,29,118,3,15,9,28,12,31,16,68,51,189,0,0,0,0,0,5,3,4,8,10,0,0,0,0,4,6,4,6,8,18,0,0,94,281
80107107814,50,105,4,20,11,48,5,19,30,114,48,201,7,35,9,28,19,67,37,132,82,329,0,4,0,7,0,0,4,14,7,27,0,0,4,9,3,13,7,21,14,46,0,0,147,485
80107107815,30,58,0,0,5,16,0,4,27,100,31,117,0,0,0,3,7,21,7,25,35,141,0,0,0,0,0,0,6,20,8,20,0,0,0,4,7,20,11,19,17,42,3,8,88,252
80107107816,27,55,0,0,0,7,0,8,21,89,29,105,4,10,9,21,11,44,18,78,48,179,0,0,0,0,0,0,0,8,6,13,0,7,4,3,3,7,7,16,9,32,0,0,82,263
80107107817,30,53,0,7,0,14,0,0,20,78,24,103,3,6,0,10,7,22,12,38,37,143,0,0,0,0,0,0,3,0,4,8,0,0,0,0,4,7,0,11,8,23,0,0,72,215
80107107818,41,78,0,4,3,22,6,25,20,85,30,133,7,28,6,21,20,70,33,117,66,256,0,0,0,0,5,9,8,14,14,27,0,10,0,8,8,10,9,19,20,49,3,8,126,388
80107107819,18,42,0,4,5,22,0,8,19,67,28,104,0,0,10,24,6,32,15,57,42,159,0,0,0,0,0,5,5,7,9,16,0,0,0,0,5,16,5,16,11,29,6,9,71,229
80107107820,47,102,0,4,10,31,4,10,26,109,41,158,6,24,3,10,9,36,20,65,58,229,0,0,0,0,0,0,5,9,5,9,0,3,0,0,14,24,13,25,17,36,3,4,127,373
80107107821,46,95,0,0,12,42,0,0,26,102,35,140,0,7,9,20,25,71,33,100,65,242,0,0,0,3,0,0,6,5,3,16,0,0,7,13,4,8,9,25,11,35,3,7,124,372
80107107901,30,66,0,6,7,25,0,0,25,101,36,135,0,0,0,5,7,18,10,24,43,157,0,0,0,3,4,7,3,6,3,21,0,0,0,7,9,12,9,14,10,32,0,0,88,261
80107107902,39,84,0,0,5,15,4,9,35,149,45,177,5,42,4,8,4,16,15,70,60,240,0,0,0,9,0,0,3,10,3,19,0,7,0,4,5,18,9,20,16,42,4,5,120,372
80107107903,44,98,0,14,3,20,0,3,38,147,44,185,3,17,6,31,3,26,18,70,63,251,0,0,0,0,0,0,9,23,9,23,0,0,4,6,11,27,11,29,22,52,0,0,135,400
80107107904,47,90,0,12,8,19,0,0,36,146,41,181,0,5,0,6,13,36,14,54,60,232,0,0,0,3,0,5,3,9,8,14,3,3,0,0,0,7,10,19,15,32,0,0,118,354
80107107905,61,114,0,0,0,13,0,0,29,119,34,134,0,3,3,13,7,20,9,43,50,174,0,4,0,0,0,8,8,20,11,34,0,0,0,0,8,11,6,19,17,54,0,0,128,348
80107107906,43,92,0,5,0,6,0,0,28,109,30,126,0,11,3,17,13,38,22,68,51,191,0,0,0,0,4,6,5,12,6,18,0,0,0,0,9,23,11,24,19,47,0,3,120,333
80107107907,31,67,0,0,0,4,0,4,23,74,27,89,5,15,4,22,8,23,19,60,37,145,0,0,0,0,0,0,3,15,3,15,0,0,0,0,8,8,9,10,13,25,0,0,87,242
80107107908,35,71,0,0,5,8,0,0,26,86,22,95,6,24,0,5,5,23,11,48,34,141,0,0,0,4,0,3,0,5,0,6,0,0,0,3,4,11,5,14,8,19,0,0,82,232
80107107909,21,39,0,0,3,12,0,0,18,58,19,70,0,7,3,15,8,24,16,45,28,113,0,0,0,3,0,7,5,26,10,37,0,4,0,3,9,18,12,22,20,58,0,0,70,214
80107108002,57,115,0,0,0,8,0,0,17,67,21,71,0,0,0,0,5,11,5,11,25,80,0,0,3,5,0,4,10,29,16,41,0,0,0,9,12,29,14,37,31,77,3,3,113,281
80107108003,121,251,0,3,5,17,6,12,42,147,48,180,0,0,6,21,16,44,26,71,71,246,0,0,3,18,0,0,26,53,28,69,0,3,8,20,22,46,34,67,64,139,4,9,257,647
80107108006,32,60,0,0,0,0,0,0,6,25,6,25,0,0,0,0,0,0,0,0,6,25,0,0,0,0,0,0,0,3,0,3,0,0,3,6,8,12,6,20,6,22,0,3,49,113
80107108007,89,173,0,4,4,11,0,0,24,93,33,119,0,0,0,6,3,8,4,16,37,134,0,0,4,4,0,0,6,11,4,22,0,0,0,8,3,12,8,17,17,30,0,3,137,343
80107108008,22,40,0,0,0,3,0,0,11,22,10,32,0,5,0,0,3,11,0,10,15,43,0,0,3,3,0,0,4,5,7,9,0,0,0,0,0,0,0,0,10,11,0,0,38,95
80107108009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107108010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107108011,82,167,0,0,0,0,0,5,32,101,30,110,0,3,8,14,0,14,8,33,42,142,0,6,0,0,0,0,9,17,12,24,0,0,7,7,11,17,17,28,25,49,3,8,153,363
80107108012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107108013,69,145,0,0,0,3,0,0,28,101,33,101,0,0,0,0,0,0,0,0,30,106,0,0,3,3,0,0,9,20,15,26,0,3,3,9,5,19,14,27,22,55,5,11,128,321
80107108014,10,15,0,0,0,3,0,0,4,11,3,12,0,0,0,12,6,4,6,17,9,29,0,0,0,3,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,9,0,0,23,55
80107108015,65,134,0,0,0,0,0,0,18,68,18,70,0,0,0,0,4,7,4,7,25,78,0,0,0,0,0,0,13,15,13,15,0,0,0,0,8,16,11,22,22,39,0,4,108,253
80107108016,47,97,0,0,0,0,0,0,21,74,21,74,0,0,0,3,0,4,4,13,28,85,0,0,0,0,0,0,12,29,17,29,0,0,5,13,3,12,10,19,25,46,0,7,100,235
80107108101,37,74,0,0,5,31,0,0,32,126,41,161,0,0,0,8,0,13,8,24,48,185,0,0,6,0,0,3,11,29,15,39,0,3,3,3,8,14,10,27,31,64,0,4,110,320
80107108102,35,67,0,6,5,21,0,3,24,82,28,107,0,0,5,4,10,27,13,35,36,142,0,0,0,0,0,0,6,19,11,19,0,0,0,0,12,25,14,35,21,50,0,3,97,270
80107108103,48,93,0,0,7,16,0,12,37,150,42,186,4,13,3,26,12,44,24,80,66,264,0,0,0,11,0,3,0,12,5,22,0,0,6,12,3,3,11,13,11,45,0,0,130,406
80107108104,28,53,4,8,12,45,0,3,25,93,37,152,0,13,0,9,11,37,16,57,51,211,0,0,0,7,0,0,4,8,6,13,0,0,3,5,3,8,5,14,13,28,0,6,91,287
80107108105,24,53,0,0,10,36,0,3,29,120,41,157,4,4,0,14,11,42,19,62,60,221,0,0,0,7,0,0,6,26,7,35,5,16,0,3,7,18,12,32,20,61,5,6,108,344
80107108106,34,63,0,6,0,3,0,0,26,94,28,105,3,10,3,17,9,34,18,63,51,168,0,0,7,16,0,0,4,22,9,40,0,4,0,8,3,16,13,24,20,60,0,3,103,293
80107108107,25,48,0,11,5,19,0,3,40,155,46,185,0,0,3,7,7,29,9,40,57,223,0,0,0,0,0,0,3,13,3,13,0,0,0,0,4,7,4,7,6,24,0,4,94,291
80107108108,31,59,4,19,4,10,0,0,35,130,41,161,0,5,4,15,11,44,21,69,60,229,0,0,3,4,0,4,11,37,18,40,0,0,3,9,11,23,13,34,32,70,0,3,125,372
80107108109,31,57,0,5,3,15,0,3,20,100,28,127,0,14,8,22,14,48,23,78,57,214,0,0,4,7,0,0,5,24,11,29,0,4,0,0,0,4,3,8,16,36,0,3,99,307
80107108111,37,80,0,0,3,22,0,0,22,76,22,104,0,6,7,14,15,39,17,59,38,163,0,0,4,3,0,0,8,15,6,19,0,0,0,0,4,8,4,8,11,21,3,3,89,266
80107108112,25,58,0,0,0,3,0,6,28,98,33,112,0,0,0,0,0,3,0,3,33,112,0,0,0,0,0,0,7,20,12,25,3,5,3,3,7,7,6,15,16,41,0,4,82,217
80107108113,36,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,72
80107108114,31,58,0,6,0,3,0,0,17,58,20,69,0,0,0,3,0,0,0,4,22,76,0,0,0,3,0,0,12,30,9,27,0,6,4,3,9,10,9,22,23,53,3,3,69,191
80107108201,20,40,0,0,0,15,0,0,15,73,24,86,0,11,0,0,5,16,6,28,31,115,0,0,3,8,0,6,8,27,10,38,3,8,0,4,9,15,8,21,23,60,0,4,74,225
80107108202,20,43,0,0,9,33,0,0,18,82,31,115,3,13,3,3,3,19,9,33,34,152,0,0,0,0,0,0,0,9,4,8,0,0,0,0,3,7,3,7,7,14,0,3,64,217
80107108203,52,107,0,5,4,18,0,5,20,76,25,102,0,3,6,10,9,22,11,40,41,143,0,4,3,7,0,0,11,41,18,52,0,0,0,4,12,22,16,23,27,79,4,6,122,333
80107108204,45,86,3,14,4,25,0,5,19,60,22,104,6,17,4,9,15,39,15,70,42,174,0,0,3,7,0,0,9,17,10,21,0,0,0,3,6,21,10,27,22,49,0,0,106,309
80107108205,24,48,0,0,5,17,0,0,20,83,29,99,3,5,3,9,10,27,11,42,34,145,0,5,0,0,0,4,6,21,13,31,0,0,0,5,6,15,9,16,18,49,0,0,82,247
80107108206,20,34,4,12,10,25,0,4,18,75,28,113,0,10,5,11,11,38,18,63,45,175,0,3,0,0,0,4,7,15,9,24,0,5,0,0,0,7,3,5,7,31,0,0,72,245
