SA1_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
80107108214,0,3,0,0,0,0,3,0,3,0,0,0,0,3,8,4,11,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,8,5,0,0,0,0,0,0,5,0,3,6,0,3,7,4,8,14,3,19,0,0,0,7,0,7,0,0,3,0,0,0,0,5,3,9,11,15,0,0,3,0,0,0,0,5,4,5,0,5,0,4,5,6,3,13,0,0,6,0,5,0,0,0,0,0,0,0,0,0,5,6,3,12,4,3,7,0,0,0,0,3,3,0,0,3,0,0,0,4,5,12,0,0,0,0,0,0,3,0,0,3,0,7,3,0,7,8,7,18,4,0,4,0,0,5,0,0,3,5,0,3,5,3,10,15,10,19,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,0,3,0,4,0,4,3,0,3,0,0,0,6,4,9,15,11,24,0,0
80107108215,4,0,6,3,0,4,3,0,11,6,5,5,0,7,5,19,13,31,0,0,0,3,0,0,0,0,0,0,0,6,0,0,4,11,6,19,0,3,3,3,4,8,9,4,12,5,0,5,3,0,4,15,15,26,0,8,6,4,0,0,0,4,4,0,4,3,0,0,0,10,9,16,3,6,6,4,3,4,4,0,8,0,4,3,6,0,13,20,12,29,5,5,8,3,4,10,7,6,11,8,3,8,6,7,12,31,29,58,8,4,10,0,5,3,3,9,16,4,5,9,4,5,5,19,24,44,7,9,10,0,3,5,6,3,11,5,5,9,0,5,3,13,19,41,3,5,6,4,3,12,4,7,7,0,4,3,6,5,10,18,20,38,3,10,12,3,10,10,5,5,10,5,3,4,7,6,13,22,28,47,4,0,5,3,6,11,3,6,8,10,5,16,3,7,9,29,27,55,3,3
80107108216,4,0,6,0,3,0,3,3,7,0,0,0,5,3,8,17,12,30,0,0,0,0,9,9,0,6,10,3,3,3,3,3,6,8,18,29,4,0,3,3,0,6,0,0,0,5,3,6,0,0,0,9,3,17,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,7,3,14,0,0,3,0,0,3,3,3,8,3,4,8,4,0,3,18,11,23,10,4,10,0,5,6,0,4,5,3,5,8,6,0,6,21,13,34,5,3,3,0,6,6,5,10,17,3,0,9,0,4,3,19,19,39,0,3,4,9,11,16,3,0,7,3,3,7,5,3,6,20,22,41,7,5,3,5,0,5,7,4,9,0,5,5,3,0,3,14,16,28,3,0,5,8,0,8,0,3,3,0,4,0,4,3,6,14,9,27,5,4,7,0,0,0,0,3,3,0,0,0,3,0,3,8,5,10,0,0
80107108217,3,5,4,0,0,0,0,0,4,8,0,5,0,0,3,13,7,20,0,0,4,3,0,4,6,7,5,3,3,6,9,3,11,17,15,34,0,9,8,0,9,7,0,3,5,0,0,0,0,3,3,8,19,22,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,7,11,15,0,0,4,3,0,0,4,6,3,6,3,10,3,0,3,14,6,22,0,4,4,0,0,0,0,0,3,0,0,0,3,0,0,3,3,10,6,0,3,0,0,4,4,5,3,3,0,3,0,4,3,7,14,21,3,4,0,6,3,3,0,0,4,4,7,8,4,7,4,14,11,27,4,4,3,6,6,11,3,4,5,0,4,7,4,0,3,13,12,29,0,0,8,0,5,3,5,0,7,4,5,13,0,3,4,17,12,32,4,0,6,5,4,6,3,5,11,0,3,4,3,3,4,16,16,28,6,3
80107108218,0,3,0,0,0,4,7,0,9,0,0,0,9,4,9,14,9,21,0,5,4,4,0,4,3,0,5,4,5,6,0,0,0,12,9,25,0,3,8,0,3,3,0,0,4,4,0,7,0,3,5,7,16,22,3,9,6,0,0,0,6,0,6,3,7,6,0,0,3,15,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,11,0,0,4,4,0,7,0,0,0,4,0,6,0,5,5,7,7,17,5,3,3,0,3,3,0,0,5,0,4,3,3,4,4,10,11,20,3,3,5,0,8,6,7,3,9,5,0,4,6,0,9,19,17,31,7,0,8,3,4,8,0,4,5,0,3,3,9,0,5,14,20,38,0,0,0,4,0,4,0,5,5,3,0,8,4,3,3,15,7,18,0,0,0,0,4,4,7,3,6,5,3,7,4,0,4,12,15,26,0,4
80107108219,3,0,4,3,0,0,4,0,4,0,0,5,3,3,6,15,13,22,0,0,0,3,5,3,3,5,8,6,4,9,0,5,8,18,12,33,3,0,7,3,4,3,3,3,5,0,4,3,7,5,11,14,19,32,0,5,5,0,3,3,9,3,9,0,3,10,3,5,0,12,15,30,0,4,4,3,0,7,0,4,5,3,4,7,3,3,8,17,15,25,4,0,4,7,3,9,0,0,3,0,7,6,3,3,3,16,16,29,5,5,4,0,4,5,8,0,12,0,0,4,4,8,13,16,17,39,5,7,6,5,5,4,6,0,6,7,0,3,0,0,0,15,11,26,0,6,13,4,3,5,3,3,6,9,3,10,3,9,9,17,26,45,3,9,10,10,0,10,0,4,4,0,11,13,6,6,10,17,29,44,9,5,6,0,6,11,0,3,0,0,3,0,3,3,4,14,20,32,5,5
80107108220,0,0,4,5,0,7,0,0,5,3,0,3,4,0,7,8,5,18,0,3,3,0,0,0,3,3,7,5,0,8,3,6,7,14,13,24,0,0,0,7,0,7,5,6,5,0,0,3,0,4,3,13,11,26,0,0,3,0,0,3,0,4,0,3,0,3,0,0,5,9,10,17,4,0,4,0,0,3,5,0,8,4,3,7,0,3,4,17,7,20,4,0,4,0,0,0,4,0,9,0,0,4,0,3,3,10,7,16,4,3,4,3,0,4,6,5,7,5,3,8,3,6,8,18,8,28,0,0,0,0,3,3,6,0,3,0,0,5,4,0,4,10,5,20,0,4,6,0,3,3,4,8,9,4,0,7,0,8,5,11,15,31,0,0,5,0,6,7,0,0,0,9,0,6,0,0,0,8,11,19,0,3,3,0,0,5,0,4,7,0,4,6,7,0,11,17,10,24,0,3
80107108221,3,4,5,3,0,3,0,0,0,3,0,7,0,0,3,9,8,16,5,3,11,3,3,3,4,3,10,3,0,6,4,8,10,22,16,34,3,3,5,6,0,8,3,3,9,0,0,6,3,5,5,15,16,28,0,5,3,0,0,0,0,5,8,9,6,7,0,0,0,13,7,18,0,3,3,0,0,3,3,0,6,6,8,9,0,0,0,11,15,21,0,0,3,3,4,3,0,3,3,0,0,0,3,3,4,10,11,24,0,0,0,0,0,9,0,3,5,0,0,0,0,0,0,6,8,17,7,5,12,0,3,7,6,0,8,3,6,3,0,0,5,15,15,33,0,4,0,4,3,4,0,0,0,6,3,9,5,0,7,13,14,35,0,5,0,0,5,0,0,0,0,0,0,7,0,0,0,7,10,16,0,0,0,0,4,3,4,3,4,4,3,7,0,4,3,11,17,19,0,0
80107108222,3,0,3,3,0,3,3,0,5,0,0,3,0,0,4,11,8,13,8,3,11,3,3,9,3,4,6,3,0,3,0,0,0,19,6,21,0,0,0,5,0,5,4,0,4,0,0,3,0,0,3,12,10,16,4,0,4,5,4,8,0,3,6,3,6,9,0,0,0,15,16,32,9,0,5,4,4,4,3,0,0,0,4,7,3,4,5,12,16,27,0,4,3,3,0,6,0,0,0,0,6,6,5,3,3,11,20,27,0,0,0,0,0,0,0,4,5,0,0,0,0,0,6,9,10,16,0,0,0,0,0,0,4,6,5,7,3,11,0,3,5,11,11,20,3,0,4,0,0,0,0,0,4,4,0,3,0,0,3,8,9,15,4,0,4,0,5,6,0,0,0,0,4,8,3,0,3,7,14,20,5,4,7,4,4,12,4,5,6,3,7,14,9,4,11,25,19,47,0,7
80107108223,0,0,0,0,0,0,0,5,5,4,0,7,0,0,4,5,10,18,0,3,3,0,0,0,0,4,0,0,0,7,4,0,4,9,6,17,3,0,6,4,3,8,3,0,3,0,4,4,0,3,8,13,17,27,3,0,8,0,4,6,0,0,4,0,0,0,0,3,0,12,10,18,0,0,3,4,0,3,4,5,7,0,0,0,0,0,0,7,5,15,0,4,0,0,0,0,0,4,3,7,0,7,0,0,4,10,4,20,0,3,4,4,0,7,3,0,3,0,0,0,0,6,3,8,5,18,0,3,4,0,0,0,0,4,9,6,6,3,0,0,0,8,7,15,0,0,6,0,0,0,0,4,4,0,3,5,0,0,3,5,8,12,0,3,6,3,0,5,0,4,7,3,4,3,0,3,0,11,11,23,0,0,3,0,0,0,3,4,3,4,0,8,3,0,3,14,7,19,0,0
80107108224,3,4,6,0,0,0,3,4,4,3,6,4,0,0,3,9,10,24,5,3,3,0,6,7,6,6,8,0,6,7,7,5,6,17,14,34,10,0,14,0,0,0,5,5,10,0,0,8,3,8,8,14,13,33,3,5,5,0,0,3,0,3,4,7,0,3,0,0,3,8,11,19,0,3,3,3,0,5,4,0,4,0,0,6,6,0,7,12,6,15,3,0,3,6,0,4,6,6,3,0,3,4,7,8,11,25,8,33,4,3,7,0,7,3,0,0,0,3,4,7,3,0,10,15,14,32,3,4,7,7,0,10,0,6,5,7,0,3,4,4,10,20,12,32,0,3,4,4,3,4,0,0,5,0,0,0,4,0,4,11,13,20,4,7,9,5,3,5,5,7,13,0,0,3,3,3,4,16,14,34,0,3,3,0,4,4,0,3,3,4,0,4,0,0,0,4,13,13,5,0
80107108225,0,0,0,0,0,3,0,4,5,0,0,0,3,0,3,3,11,16,4,0,8,4,5,9,6,3,9,3,0,3,4,0,3,18,7,24,9,3,6,0,3,0,0,0,0,6,0,5,3,0,0,9,8,17,0,0,0,0,0,0,6,0,6,0,3,3,0,3,4,9,4,11,0,5,5,0,0,0,0,0,0,5,0,3,5,0,4,4,9,17,0,3,5,4,3,9,4,3,3,5,6,8,0,0,3,8,14,25,0,0,0,5,6,3,0,0,4,0,0,4,0,3,5,5,10,19,4,0,4,0,4,5,0,0,0,3,3,6,3,0,6,13,13,22,0,3,3,3,0,3,0,3,4,3,4,3,3,4,5,8,13,24,0,0,4,0,0,0,0,5,5,4,0,6,0,0,0,7,8,16,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,7,4,13,5,0
80107108226,5,3,9,4,5,10,5,0,12,3,4,10,0,3,4,24,19,44,8,6,9,5,0,5,0,4,3,8,3,12,3,6,6,21,19,43,7,3,8,5,3,5,0,0,7,3,3,4,0,4,7,13,16,34,7,0,7,0,0,0,0,0,0,0,3,7,3,0,3,14,6,16,6,5,4,0,3,3,0,0,0,0,0,0,0,4,3,5,11,14,4,0,3,0,3,5,6,0,4,5,6,8,3,6,3,17,10,31,4,3,4,5,4,8,5,0,9,9,9,13,8,4,16,26,17,42,5,8,13,3,3,10,6,5,10,6,0,8,4,6,15,28,26,52,0,4,12,4,0,4,0,8,6,6,0,3,4,4,7,19,16,36,0,7,7,4,8,4,0,0,3,3,3,9,0,5,5,11,15,30,3,0,3,0,0,0,0,0,3,3,0,3,0,5,4,11,4,21,3,3
80107108227,5,4,5,3,6,7,3,3,12,5,0,5,9,7,13,22,22,39,3,0,9,6,3,10,3,0,4,4,3,6,4,0,4,21,13,36,3,5,5,4,0,0,5,0,6,4,0,4,0,0,8,17,8,22,0,4,4,0,0,7,0,0,3,3,0,3,0,0,5,10,7,18,0,0,3,7,0,7,0,5,8,0,0,3,5,0,6,12,9,20,4,0,4,0,0,4,11,0,14,7,8,12,7,0,8,20,13,32,4,0,9,3,6,5,9,5,12,8,4,9,3,9,13,19,19,43,5,4,0,3,6,16,5,0,7,4,8,9,4,8,10,20,25,41,0,0,4,3,0,3,3,7,10,0,0,5,0,0,0,15,13,23,0,4,9,7,0,6,9,0,5,0,0,3,5,4,6,14,9,29,0,4,7,8,0,10,4,0,6,6,0,6,0,0,0,16,7,20,5,0
80107108228,3,0,3,0,0,3,0,0,0,0,0,0,4,8,4,7,9,15,4,0,3,0,0,4,0,0,0,0,0,0,0,4,3,9,8,18,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,6,7,0,0,5,0,3,0,0,4,9,0,0,4,3,0,3,6,10,21,0,0,0,0,0,0,0,7,7,3,0,3,0,0,0,0,3,10,0,0,0,0,3,3,7,0,7,0,0,3,0,0,0,4,4,12,0,4,4,0,0,0,3,3,4,3,0,3,0,0,0,5,7,17,0,6,0,5,6,8,0,4,3,0,0,0,4,0,0,10,13,14,0,0,6,3,4,4,0,0,0,4,0,4,0,0,0,5,4,12,4,0,4,0,0,0,0,0,0,0,3,3,4,0,5,8,8,14,5,0,6,0,0,0,3,0,3,0,0,0,0,0,0,6,7,8,0,0
80107108229,0,0,0,3,5,3,0,0,6,4,0,9,3,0,3,13,10,20,8,3,8,4,0,9,0,4,10,0,4,7,4,6,4,16,18,34,6,6,5,3,3,6,0,9,10,5,4,8,6,0,14,25,20,47,6,0,7,3,5,12,3,5,6,4,3,8,3,7,7,14,19,35,4,3,3,0,7,7,0,0,4,0,0,5,7,0,3,9,13,24,0,4,0,0,0,0,6,4,6,7,3,3,4,0,3,16,7,21,3,0,7,9,5,7,0,0,3,3,3,3,0,0,5,10,13,27,3,3,8,0,0,9,3,5,8,0,4,6,6,6,10,14,17,29,3,5,8,0,5,12,3,3,8,4,3,9,0,5,10,18,22,37,5,3,4,0,5,6,6,3,12,3,7,13,7,8,8,24,18,42,0,0,9,3,0,8,0,0,5,0,6,3,3,4,10,12,15,32,0,0
80107108230,0,0,0,0,0,0,0,5,5,0,0,3,0,0,0,4,6,14,3,9,5,0,0,0,4,0,5,3,5,3,4,0,4,11,12,22,0,3,5,4,3,4,0,0,4,4,8,11,3,3,3,14,15,27,0,5,5,4,5,7,0,0,0,0,5,3,0,0,4,7,10,14,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,3,0,4,0,4,4,0,0,0,0,6,7,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,6,6,15,0,0,0,3,0,3,3,3,7,6,0,8,0,0,0,9,7,18,0,0,4,0,7,10,3,3,6,4,0,5,0,0,0,9,15,23,0,4,4,4,0,0,0,0,6,0,5,5,0,0,0,7,10,10,3,4,6,3,0,7,0,3,3,0,3,5,0,5,5,9,15,26,4,4
80107108231,0,0,0,0,9,7,0,0,5,0,0,0,0,0,0,4,10,16,0,5,5,0,4,3,3,0,8,0,0,6,0,0,3,8,7,18,0,0,0,7,4,9,3,3,8,3,3,9,0,0,3,11,14,28,0,8,3,3,0,3,3,3,7,5,3,8,0,3,7,12,18,27,0,0,0,0,6,3,3,0,4,0,0,4,3,0,0,8,9,19,0,4,6,6,0,6,0,0,0,3,6,6,0,0,4,8,9,19,3,0,6,4,4,7,7,0,7,0,3,5,0,0,5,13,10,25,0,4,4,3,0,8,5,0,5,0,3,0,0,6,3,9,9,20,0,4,5,0,0,0,0,0,3,4,0,6,5,0,4,12,10,26,5,0,4,6,4,4,3,3,9,5,6,8,4,9,5,16,18,37,0,3,5,0,0,0,6,0,6,0,4,3,0,4,0,8,5,15,6,0
80107108232,0,0,5,0,4,4,0,0,0,0,0,4,0,0,4,6,3,12,0,4,4,0,3,5,4,0,6,0,3,3,0,0,0,7,6,13,0,0,6,4,4,9,3,6,9,0,5,5,3,0,3,10,16,29,9,0,5,4,0,9,3,0,10,0,5,3,0,3,0,18,13,32,8,0,8,0,0,0,0,0,0,0,0,0,3,0,3,8,0,10,0,0,0,3,0,7,0,3,3,0,0,0,0,0,0,3,8,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,8,5,8,0,0,0,0,0,3,0,3,6,5,7,19,0,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,5,4,5,0,4,0,0,0,3,0,4,5,11,18,0,4,4,6,0,9,0,10,10,3,3,9,0,7,5,10,21,33,3,5
80107108233,0,3,3,0,4,0,3,8,7,0,3,3,6,0,0,3,8,15,5,0,0,5,0,5,3,3,5,0,0,0,3,0,3,15,3,18,5,4,6,0,5,5,0,0,3,4,0,4,0,0,0,10,8,16,3,0,4,0,0,3,3,4,7,4,0,4,0,0,3,8,8,17,0,7,4,0,6,4,0,0,0,0,0,0,3,0,3,7,13,16,0,0,0,0,0,0,5,0,3,0,0,0,3,3,3,10,3,16,0,3,4,5,0,7,0,6,8,5,0,6,4,3,4,13,16,26,6,5,11,3,3,10,6,0,5,3,3,7,3,4,8,15,17,32,0,0,0,0,0,0,4,3,4,0,5,7,0,0,0,9,9,12,5,4,4,0,4,4,0,0,0,0,5,5,3,4,8,5,11,15,5,0,4,4,4,6,0,0,0,0,0,5,0,0,3,11,8,17,0,0
80107108234,0,0,0,0,5,0,3,5,3,4,0,9,0,7,9,9,12,21,3,3,6,3,0,3,0,5,10,3,0,6,6,0,4,15,14,32,0,6,5,3,6,5,5,3,6,0,0,3,3,0,0,14,10,20,0,0,0,0,4,5,0,0,0,5,0,9,0,0,0,9,4,14,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,7,8,0,0,0,0,0,0,5,0,8,0,3,12,0,3,4,3,7,19,0,0,6,6,0,6,0,3,3,0,6,3,3,4,8,6,13,19,4,3,5,5,0,4,4,6,5,3,7,4,4,3,5,15,16,28,0,0,0,3,4,4,0,4,4,4,0,4,0,4,4,9,9,17,0,5,3,3,0,5,4,5,6,0,4,5,0,6,6,12,16,24,0,0,5,5,3,9,0,0,0,3,0,3,4,0,0,13,12,17,0,0
80107108235,3,4,6,5,4,12,3,7,10,3,3,3,7,3,8,26,13,42,3,4,6,0,3,6,0,4,5,3,10,9,8,0,12,16,22,45,3,3,6,6,4,10,5,8,7,0,3,6,6,0,6,19,18,38,5,0,6,0,3,6,10,4,16,4,7,10,0,8,13,16,28,45,3,4,9,0,0,5,4,4,14,11,8,11,10,0,12,29,16,48,3,4,4,4,4,10,3,3,9,0,8,8,4,0,10,22,19,44,0,5,12,5,5,8,6,3,15,6,7,12,5,5,6,23,27,45,0,0,5,3,0,3,0,0,5,9,8,18,5,0,4,21,15,29,0,0,7,3,8,8,3,4,8,3,0,5,7,11,12,17,25,38,3,3,10,5,7,7,4,6,3,7,7,10,5,4,15,22,26,48,4,5,8,4,0,5,0,3,8,5,0,8,0,3,9,16,19,34,3,5
80107108236,0,0,3,3,6,12,7,7,7,0,4,9,3,5,9,13,20,33,9,0,8,9,5,10,3,0,6,8,4,11,3,3,7,31,15,43,3,3,6,5,7,11,12,5,13,3,8,11,10,6,9,30,25,54,7,4,6,7,7,11,5,0,7,3,0,3,4,4,5,22,14,38,3,4,8,0,0,0,0,0,0,0,0,0,5,8,7,13,10,22,0,5,8,4,0,3,0,0,3,4,9,10,6,0,5,10,10,28,5,4,8,0,0,3,3,6,8,0,0,0,4,4,4,11,14,24,3,3,5,3,7,11,3,0,8,0,7,8,0,0,8,16,26,43,3,0,0,5,8,10,14,3,20,4,3,12,0,3,9,26,23,49,8,6,10,4,3,7,3,8,8,3,0,10,7,3,11,23,18,45,6,3,6,0,4,7,3,0,3,0,0,0,5,0,8,10,18,27,0,3
80107108237,0,0,0,0,0,0,3,0,4,0,0,4,0,0,5,5,7,10,3,0,4,0,8,3,3,0,3,0,0,0,0,0,0,8,9,17,0,0,0,0,6,6,7,3,14,0,0,3,10,0,9,19,10,28,8,0,9,7,0,4,5,4,10,0,4,7,6,0,6,17,9,32,0,0,5,4,3,3,3,8,16,0,0,0,3,0,4,12,16,25,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,5,0,0,0,0,0,0,4,3,8,5,3,8,0,0,0,5,0,6,0,0,0,0,5,6,6,4,5,7,11,20,0,0,0,3,0,4,6,0,3,0,0,0,0,0,7,4,9,10,3,4,5,0,5,3,0,0,0,4,0,5,3,0,3,16,9,26,8,4,6,3,0,6,9,0,8,4,7,8,4,0,3,17,18,32,0,7
80107108238,0,0,5,0,0,0,0,0,4,0,0,0,0,3,3,3,10,12,0,0,4,0,0,0,9,0,9,0,0,3,3,0,3,10,7,20,5,0,4,0,0,5,0,0,0,0,4,8,0,7,5,14,11,20,4,3,3,0,4,10,0,3,5,5,0,8,5,0,3,10,16,30,0,5,4,3,0,3,0,0,0,0,0,0,0,0,0,9,10,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,4,5,7,5,0,3,4,3,10,0,0,0,0,4,5,0,0,0,0,0,5,0,0,0,6,4,10,0,0,0,0,3,6,3,0,10,0,3,3,4,4,4,12,14,20,6,0,8,6,0,6,3,6,4,0,0,7,0,3,4,14,6,18,3,4,8,0,5,7,3,3,7,0,3,0,5,9,10,14,20,40,0,3
80107108239,0,4,7,0,0,7,0,0,0,0,4,3,0,0,4,11,14,19,0,7,3,0,3,8,7,0,7,5,0,5,3,3,3,13,13,21,0,0,0,3,0,9,4,3,5,0,0,3,0,0,0,12,14,21,5,0,5,5,0,5,4,0,9,0,0,0,0,3,6,13,9,17,4,0,4,5,0,0,3,0,5,4,0,4,0,6,6,17,9,19,0,4,4,0,0,0,0,3,8,0,0,0,0,0,0,3,12,14,3,3,12,0,3,6,4,0,4,0,3,3,0,0,0,15,14,27,0,4,3,0,4,4,3,3,4,4,0,7,0,5,5,9,9,22,7,3,8,4,0,7,0,4,5,0,3,8,3,0,0,12,14,23,3,0,5,3,0,0,0,3,7,3,3,6,3,0,6,12,11,22,5,5,10,5,8,12,0,3,3,3,0,7,3,0,0,14,15,30,0,0
80107108240,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,9,0,8,0,0,0,0,0,3,0,0,0,4,3,8,6,0,0,5,6,14,4,0,4,3,0,5,4,0,5,0,5,5,0,0,0,15,11,19,3,4,4,0,0,3,0,0,6,0,0,0,0,0,0,10,4,16,3,5,5,3,4,3,0,0,0,0,0,0,0,0,0,4,12,16,0,0,6,0,0,0,3,0,6,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,4,11,0,3,3,0,0,0,0,0,0,0,0,4,0,0,3,0,5,9,3,6,4,0,0,3,0,0,3,3,0,3,0,0,0,6,8,17,0,0,0,5,6,8,0,0,3,0,4,3,0,0,3,7,10,18,0,0,0,0,0,0,6,0,9,0,0,6,0,0,5,12,10,18,0,3
80107108241,6,0,6,5,4,10,0,0,7,0,0,3,3,0,7,18,8,24,4,4,6,0,0,3,5,3,7,3,0,0,4,5,3,11,14,29,0,3,3,3,3,10,0,0,0,0,7,5,4,0,3,8,11,22,0,0,3,0,4,4,3,0,3,4,3,4,6,3,6,15,14,27,3,5,9,6,6,4,0,0,4,6,4,7,0,3,3,11,20,28,0,6,3,3,0,8,5,4,5,4,0,5,0,3,0,11,12,20,4,4,6,5,5,3,4,3,11,3,8,12,3,9,8,17,23,43,6,7,8,0,0,6,4,3,9,0,9,7,0,0,0,11,19,30,0,0,4,4,0,4,8,0,6,3,0,3,0,0,0,7,7,19,6,4,5,5,5,8,4,4,4,0,3,3,3,3,7,15,14,27,4,4,6,0,0,5,0,6,6,0,3,9,3,5,6,11,20,32,4,4
80107108301,6,3,8,3,3,13,3,0,7,8,6,17,4,3,7,31,22,48,5,8,13,0,5,6,4,5,8,9,4,10,0,5,6,18,26,48,4,0,9,0,7,8,6,5,8,6,0,8,4,8,14,21,18,45,0,4,5,3,5,13,0,0,6,3,5,8,4,0,3,14,15,30,0,3,8,3,3,7,0,5,3,0,0,0,4,0,5,8,16,21,0,0,0,0,0,3,4,0,5,3,3,7,0,6,6,5,13,13,0,6,3,0,0,0,4,3,5,7,3,10,3,5,7,15,15,31,3,4,12,9,4,10,0,9,10,5,8,13,5,9,12,28,31,52,5,5,13,4,7,7,3,5,8,7,3,8,5,4,5,19,21,38,0,7,4,5,3,3,0,3,8,6,3,9,5,4,4,9,18,28,5,10,11,6,3,3,4,0,5,9,8,12,0,9,9,17,16,35,8,8
