SAL_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
SAL80027,89,38,24,12,3,3,464,166,481,158,72,34,37,12,6,972,24,72,33,11,9,5,4,0,149,13,26,12,0,3,0,0,0,53,0,0,0,0,0,0,0,0,0,16,27,5,8,8,0,0,0,58,34,76,25,3,6,13,8,5,167,392,1228,442,195,137,103,38,11,2548,63,163,54,34,30,8,5,0,366,43,145,96,27,31,4,0,0,349,26,142,48,27,18,13,4,0,273,10,43,32,10,11,9,3,3,109,8,39,14,10,5,0,0,0,71,27,149,39,13,29,24,9,3,291,0,64,30,27,16,20,12,0,169,112,435,195,82,60,32,9,3,924,249,836,293,117,77,64,22,5,1667,38,111,58,22,15,11,6,0,257,21,46,27,4,6,0,0,0,96,0,0,0,0,0,0,0,0,0,18,45,15,20,8,0,0,0,103,63,175,57,24,18,25,11,6,376,679,2390,949,408
SAL80028,123,63,51,31,15,9,551,103,204,108,45,49,38,21,6,575,27,55,29,13,3,0,0,3,130,23,24,11,7,4,0,5,3,73,5,0,0,0,0,0,0,0,7,4,6,11,7,0,4,3,0,40,52,46,18,6,10,8,7,10,165,470,877,465,245,215,175,95,51,2597,56,131,61,35,34,39,11,7,372,80,204,99,48,44,12,5,0,493,21,135,68,37,40,39,15,6,361,27,41,12,8,9,9,3,0,109,13,24,6,10,3,6,3,0,63,98,184,71,37,46,25,16,8,479,28,79,52,33,30,57,34,14,328,115,355,214,125,88,68,23,15,994,146,330,194,97,80,69,40,15,964,42,93,39,28,3,4,0,5,217,30,51,23,10,7,0,8,3,138,6,4,0,0,0,3,0,0,12,15,17,15,8,3,0,4,3,70,83,87,45,21,29,18,11,16,313,756,1739,896,495
SAL80029,90,98,84,38,8,0,430,23,49,57,47,62,18,8,4,268,10,24,18,13,7,3,0,0,72,19,24,16,21,10,11,0,0,95,0,0,0,0,0,0,0,0,3,0,0,4,8,3,0,0,0,15,13,17,20,10,11,14,14,8,101,120,332,293,293,288,137,46,27,1532,10,24,20,34,30,18,0,0,127,15,33,43,42,45,14,5,0,202,13,79,54,61,70,41,11,8,335,13,42,31,27,38,15,8,0,181,6,10,6,7,8,5,0,0,48,14,64,47,49,41,30,8,8,255,15,41,36,42,57,23,7,4,225,29,123,141,140,144,60,15,4,651,34,87,95,82,103,38,9,3,454,13,36,22,16,13,5,3,0,110,21,36,34,33,14,10,0,0,157,0,0,0,0,0,0,0,0,3,0,7,5,15,5,6,0,0,45,24,34,39,21,27,15,28,16,201,205,620,582,574
SAL80030,57,76,61,28,13,6,357,71,168,91,89,86,57,18,9,587,14,22,20,15,12,8,0,0,97,5,4,8,12,0,0,0,0,38,0,0,0,0,0,0,0,0,0,12,9,11,10,5,4,4,3,58,83,31,12,10,4,10,13,14,174,264,431,289,302,259,175,86,48,1862,39,59,35,31,34,32,22,5,255,29,52,44,29,24,10,0,0,194,34,61,32,28,31,24,9,5,230,10,27,12,19,12,12,0,8,94,3,13,6,6,4,0,4,0,48,28,55,42,46,36,33,18,14,263,9,26,38,27,35,45,27,6,212,78,162,114,146,122,48,19,6,697,148,284,156,174,155,115,52,17,1090,28,39,37,22,13,18,0,0,155,22,8,15,11,3,8,0,0,77,4,0,0,0,0,0,0,0,4,36,30,20,15,9,8,7,3,135,298,137,52,44,38,24,17,15,630,763,961,608,602
SAL80031,3,0,4,0,0,0,8,0,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8,8,6,13,5,4,0,0,0,39,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,3,0,5,3,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,9,0,3,6,0,4,0,0,0,17,0,0,4,0,3,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,3,10,3,0,0,29,8,19,22,12
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SAL80033,198,99,47,6,8,0,523,21,102,121,67,24,12,0,0,355,7,23,30,7,6,0,0,0,72,10,32,36,14,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,29,6,29,34,10,15,6,0,0,99,106,553,633,286,149,61,11,0,1801,3,24,41,20,21,8,5,0,127,11,115,160,40,17,7,0,0,350,13,86,101,49,19,25,6,0,298,16,47,50,32,15,9,0,0,167,5,16,9,5,3,3,0,0,29,18,90,85,43,17,7,4,0,271,8,63,71,35,18,22,3,0,220,34,234,337,157,84,23,6,0,889,37,144,192,103,48,21,3,0,547,10,46,57,19,3,3,0,0,144,22,56,57,24,6,4,0,0,165,5,0,0,0,0,0,0,0,7,0,14,19,15,9,0,0,0,52,20,61,61,28,29,10,0,0,207,191,992,1251,564
SAL80034,39,56,34,24,18,0,192,4,14,43,44,39,30,6,6,197,6,0,21,14,7,7,0,0,51,0,0,7,4,0,10,3,0,29,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,16,0,5,4,0,8,5,15,5,47,24,74,175,199,176,147,89,17,904,0,4,12,24,34,19,21,0,119,0,12,12,32,17,12,4,0,94,5,14,31,21,29,25,17,6,139,4,12,7,14,18,10,4,3,72,3,5,4,11,7,11,4,0,38,6,16,37,40,39,32,19,10,199,4,10,23,23,28,38,25,0,155,6,24,58,99,66,41,26,0,325,7,21,73,67,73,73,38,6,367,10,4,31,20,14,6,0,0,79,0,3,7,10,3,6,9,0,42,0,0,0,0,0,0,0,0,3,0,0,6,4,0,0,3,4,20,5,6,9,3,8,16,25,4,84,57,131,308,374
SAL80035,44,37,19,11,3,4,170,9,40,44,38,29,18,0,4,182,0,7,19,9,4,0,3,0,39,7,13,15,9,4,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,11,15,10,12,7,8,3,0,66,43,190,207,142,94,72,24,6,781,0,7,11,11,7,8,0,0,45,0,40,18,11,7,6,3,0,84,5,35,28,32,16,26,7,0,158,10,30,26,13,8,12,4,0,95,3,8,10,7,0,6,0,0,34,5,29,33,22,8,12,0,0,109,3,27,38,14,19,17,5,0,121,4,58,79,55,24,23,9,4,261,11,49,61,51,45,29,5,4,254,4,17,23,12,4,0,3,0,67,13,19,25,19,11,9,0,0,98,0,0,0,0,0,0,0,0,0,0,9,5,7,3,5,0,0,24,21,44,26,23,11,15,7,0,149,90,367,380,278
SAL80036,50,45,23,21,10,0,206,14,54,49,32,24,24,8,0,212,0,5,16,9,0,0,0,0,41,4,4,3,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,14,4,14,9,8,3,4,5,4,48,53,225,197,143,105,84,44,7,866,8,22,13,18,12,11,9,0,85,13,54,32,19,18,6,0,0,142,0,30,31,30,18,16,16,7,141,6,7,16,9,5,3,8,3,60,0,5,0,5,3,5,0,0,25,14,60,34,16,20,20,14,3,177,3,21,20,16,23,19,16,5,110,11,95,78,78,46,26,13,3,351,23,92,90,52,51,44,20,0,365,6,13,22,11,9,3,0,4,64,0,12,11,10,8,0,0,0,44,0,0,0,0,0,0,0,0,3,0,3,9,5,3,4,0,0,29,9,21,16,14,12,4,17,4,92,102,433,370,277
SAL80037,76,74,90,28,8,0,345,13,60,59,57,57,25,6,0,278,0,19,18,10,3,0,0,0,50,15,19,16,11,15,3,0,0,82,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,11,13,18,28,13,11,6,3,0,88,83,268,282,237,270,111,30,7,1296,0,13,19,13,24,10,0,0,72,5,38,37,34,37,10,0,0,166,14,62,75,69,75,59,9,3,370,14,53,28,20,25,14,6,0,166,3,10,8,8,8,3,0,0,42,14,40,44,34,47,29,11,0,215,8,33,36,36,29,34,12,0,191,19,92,116,111,130,55,14,0,537,22,90,87,87,81,38,7,0,413,6,27,27,13,4,4,0,0,80,23,26,25,17,22,8,3,0,119,0,0,0,0,0,0,0,0,0,0,4,8,4,4,0,0,0,31,33,47,43,23,24,16,9,0,194,150,532,548,462
SAL80038,41,38,30,13,3,0,372,92,182,52,33,26,16,0,0,403,17,35,15,3,4,0,0,0,85,11,11,4,3,0,0,0,0,35,5,0,0,0,0,0,0,0,3,9,0,0,4,3,0,0,0,18,184,68,22,10,12,8,0,4,305,466,652,212,134,120,68,20,3,1673,56,98,30,10,9,8,5,0,228,50,133,46,35,19,11,0,0,298,22,95,30,18,11,13,4,0,199,5,26,13,12,6,3,0,0,61,3,17,8,0,0,5,0,0,34,13,71,31,16,19,12,5,0,169,3,24,10,19,23,15,3,3,102,138,296,103,84,67,24,13,3,718,146,356,106,66,44,43,11,0,780,34,60,32,11,6,0,0,0,139,13,30,16,11,4,3,0,0,75,8,0,0,0,0,0,0,0,7,18,13,3,9,10,0,0,0,51,323,142,44,23,20,9,10,6,581,836,1347,482,304
SAL80039,100,107,63,20,0,4,361,19,46,51,54,49,6,6,0,249,6,10,12,3,6,0,3,0,47,11,19,15,17,10,3,0,0,74,0,0,0,0,0,0,0,0,5,0,4,5,5,4,5,0,0,16,12,13,16,12,12,6,3,3,79,90,226,295,305,231,72,31,11,1247,4,13,14,22,14,11,3,0,77,20,36,42,33,38,13,0,0,184,15,40,54,75,88,26,4,4,311,14,42,25,18,17,8,5,0,129,0,3,7,9,6,5,0,0,42,15,43,49,55,30,15,0,3,206,3,43,37,40,38,23,8,3,197,26,74,137,145,108,37,0,4,530,32,77,77,97,75,20,13,0,393,14,16,20,12,10,3,3,0,79,12,31,29,29,19,7,0,0,121,0,0,0,0,0,0,0,0,5,0,5,13,3,6,6,0,0,36,26,26,35,32,26,17,11,3,171,176,446,538,582
SAL80040,28,38,26,23,9,3,154,4,53,70,62,45,38,21,4,302,0,21,18,21,4,8,3,0,78,8,3,7,0,6,0,5,0,28,0,0,4,0,0,0,0,0,4,0,0,0,4,4,3,0,0,11,5,9,12,4,9,9,0,5,55,35,195,222,208,161,150,77,21,1059,7,41,40,55,37,34,20,8,234,3,13,33,19,13,11,4,0,97,5,22,21,30,19,5,22,3,129,0,9,18,15,9,8,5,0,53,0,10,10,24,13,5,8,0,64,6,24,29,26,22,22,6,4,137,0,33,30,27,27,28,26,0,172,10,38,56,61,44,33,20,3,270,14,80,120,103,64,70,27,9,482,4,23,28,32,14,12,7,0,112,7,10,6,0,7,0,5,0,44,0,0,4,0,0,0,0,0,4,0,0,4,5,11,5,0,0,22,11,20,17,13,14,13,8,7,109,66,332,417,403
SAL80041,119,37,28,6,0,0,361,20,116,74,40,11,13,0,0,275,4,26,14,13,3,0,0,0,65,9,18,11,7,0,0,0,0,45,0,0,0,0,0,0,0,0,3,0,3,9,10,0,4,0,0,20,14,33,19,10,5,8,0,0,89,111,586,471,174,78,37,12,5,1473,10,51,41,17,8,3,3,0,136,26,96,149,50,19,3,0,0,339,6,82,82,21,12,5,7,4,225,4,39,29,10,4,6,0,0,89,6,12,8,0,0,0,0,0,29,21,140,119,45,8,7,4,0,351,5,61,46,25,13,6,3,3,160,39,249,214,86,42,9,3,4,657,31,170,138,73,24,26,0,0,458,11,42,21,17,8,4,0,0,98,10,46,33,11,0,0,0,0,101,0,0,0,0,0,0,0,0,3,0,7,12,11,8,5,0,0,44,31,71,33,22,9,14,0,0,185,201,1077,933,393
SAL80042,145,63,22,23,6,0,395,12,76,75,46,33,11,9,0,270,7,28,30,8,3,0,0,3,80,11,17,19,6,0,3,0,0,65,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,22,8,18,18,5,9,5,5,4,71,78,399,490,221,103,67,52,15,1425,3,34,53,40,20,16,4,0,162,17,74,167,58,16,3,0,0,339,12,56,69,31,19,20,11,3,229,5,29,33,17,10,3,4,0,107,3,9,3,6,10,0,3,0,39,16,53,55,36,16,10,16,0,202,7,41,48,24,15,22,17,0,170,22,206,248,130,53,41,13,0,713,16,113,131,78,41,29,15,3,433,4,35,42,12,6,0,0,3,105,15,35,31,13,3,3,0,0,102,0,0,0,0,0,0,0,0,0,7,7,19,8,3,0,3,0,44,17,38,34,21,9,5,13,4,136,144,727,950,476
SAL80043,86,90,44,35,16,10,339,22,79,117,95,72,45,26,3,464,7,14,23,26,12,9,3,0,91,4,7,9,8,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,4,12,9,8,6,0,0,40,10,8,18,14,12,8,13,8,90,89,256,384,366,279,202,130,49,1744,7,20,42,38,45,38,12,5,211,10,53,56,39,41,13,0,0,215,6,32,43,54,40,26,30,16,238,5,15,17,16,26,17,6,4,112,3,9,5,18,13,8,6,3,73,15,62,81,69,68,32,28,18,361,0,29,37,41,42,41,38,14,249,20,96,164,146,95,58,34,15,630,42,123,191,178,154,108,55,16,860,15,35,38,38,17,13,12,0,160,9,8,8,19,9,4,0,0,64,0,0,0,0,0,0,0,0,0,0,3,18,11,8,10,4,4,66,12,28,26,32,21,18,25,6,166,146,515,720,701
SAL80044,51,54,23,33,14,10,208,19,31,49,59,44,54,30,7,292,3,4,8,13,4,13,0,0,52,0,5,0,3,0,3,5,0,18,0,0,0,0,0,0,0,0,0,0,3,10,5,0,3,4,0,27,16,14,7,15,10,16,5,3,81,48,116,200,217,157,170,99,58,1071,5,12,15,25,21,16,12,12,114,3,9,27,26,18,9,0,0,90,5,18,27,20,21,11,11,14,123,0,9,10,18,13,5,8,0,70,0,4,5,8,0,4,6,0,28,3,29,49,50,51,35,29,18,267,0,8,17,14,24,33,11,12,121,10,45,81,103,57,51,26,14,392,31,57,91,91,87,108,58,18,527,6,17,14,13,12,13,4,5,79,3,4,7,9,7,3,5,0,32,0,0,0,0,0,0,0,0,0,0,0,15,4,9,12,5,0,39,30,21,9,26,17,23,11,3,144,99,230,359,406
SAL80045,83,29,13,4,0,0,228,11,59,44,22,14,4,4,0,155,0,22,10,3,3,0,0,0,36,0,9,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,0,0,13,9,12,10,6,3,0,0,0,40,56,321,300,99,47,20,3,0,842,5,23,30,8,8,0,0,0,75,17,51,116,32,10,0,0,0,224,0,39,54,25,14,3,0,0,147,6,20,12,7,0,3,0,0,47,3,6,8,9,0,0,0,0,16,15,91,86,16,9,5,0,0,226,0,32,24,7,10,5,0,0,73,12,162,159,51,28,5,0,0,417,18,92,69,35,18,7,4,0,245,4,25,16,10,3,0,0,0,61,5,17,9,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,5,9,6,0,0,0,0,19,13,16,21,14,8,3,0,0,73,107,581,607,223
SAL80046,47,26,17,4,4,0,204,67,152,66,62,21,12,9,0,389,12,27,20,13,10,4,0,0,80,3,11,6,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,6,7,3,9,0,0,0,0,20,14,26,12,6,6,3,0,0,66,172,436,217,160,94,43,24,6,1143,32,58,27,13,22,11,0,0,170,13,69,26,19,8,10,4,0,144,11,58,24,15,15,3,3,0,127,7,27,3,6,11,5,0,3,62,3,20,11,7,0,4,0,0,54,16,55,31,14,7,8,0,0,135,8,27,21,13,20,0,11,0,95,33,137,94,48,37,12,4,0,369,98,254,127,101,48,25,14,5,666,24,45,27,20,15,6,0,0,135,8,24,15,4,4,0,0,0,58,0,0,0,0,0,0,0,0,0,10,20,5,11,7,0,0,0,50,26,42,20,14,14,6,4,0,126,288,837,430,281
SAL80047,63,40,22,18,12,4,231,38,111,114,72,34,33,8,8,424,8,16,32,12,12,5,0,0,88,6,10,10,4,5,5,0,0,40,0,0,0,0,0,0,0,0,0,0,9,9,13,0,6,0,0,34,14,20,8,14,11,11,8,0,84,121,327,348,237,127,117,51,18,1360,15,31,47,34,15,13,6,0,173,13,34,38,22,17,6,0,0,135,6,38,32,22,22,11,12,6,151,7,31,17,11,6,6,3,4,86,3,17,15,23,5,3,0,0,71,11,48,44,29,23,11,4,3,169,9,29,53,26,28,27,21,3,191,22,117,123,74,42,33,16,4,419,53,200,188,129,73,66,22,11,734,21,29,46,28,24,5,0,0,153,13,19,23,12,6,3,4,0,85,0,0,0,0,0,0,0,0,3,7,12,17,13,0,7,0,0,57,30,37,39,28,25,17,10,8,191,208,645,675,438
SAL80048,52,61,37,24,7,0,229,14,44,61,48,42,29,14,0,261,4,10,15,7,6,0,4,0,47,5,9,8,9,3,0,3,0,27,0,0,0,0,0,0,0,0,5,0,0,3,6,5,0,6,0,20,6,5,5,10,11,16,3,4,61,46,170,217,228,162,105,62,13,1004,0,26,23,37,25,17,9,3,138,10,22,25,27,21,0,0,0,108,0,30,32,48,27,22,17,6,183,9,9,13,25,9,3,8,5,94,3,6,13,13,12,9,4,0,59,10,35,29,30,31,22,4,6,167,4,19,26,25,32,21,21,3,153,13,69,93,103,65,29,15,3,389,19,63,98,78,75,48,37,3,418,8,18,24,19,12,3,8,0,82,5,12,8,9,7,0,5,0,43,0,0,0,0,0,0,0,0,5,0,0,5,10,8,0,6,0,29,18,14,11,19,23,20,9,3,121,104,318,413,446
SAL80049,157,136,59,38,8,0,491,16,75,106,90,48,20,4,0,357,6,12,33,9,12,4,0,0,66,18,25,32,25,4,4,4,0,117,0,0,0,0,0,0,0,0,3,3,4,15,7,3,0,0,0,36,24,19,18,30,16,4,5,0,114,118,345,520,449,226,119,38,5,1829,0,30,35,39,29,17,4,0,158,25,43,87,62,36,8,0,0,257,16,56,70,79,49,30,14,3,313,28,51,27,40,19,9,5,0,169,0,15,12,8,12,8,0,0,61,23,60,65,75,38,30,6,4,297,15,62,87,74,39,27,10,0,312,25,116,257,221,98,53,15,0,779,25,113,170,123,80,42,9,0,571,10,19,47,20,15,10,4,0,126,30,32,50,45,15,10,3,0,179,0,0,0,0,0,5,0,0,4,9,3,26,6,8,4,4,3,60,47,35,42,56,33,9,5,0,233,244,642,969,838
SAL80050,80,73,59,42,12,0,349,14,79,69,74,50,31,11,4,340,5,22,21,16,6,8,0,0,79,17,18,19,5,11,0,3,0,77,0,0,0,0,0,0,0,0,0,3,0,3,11,3,3,0,0,27,16,11,13,4,15,11,3,0,70,95,300,335,303,222,152,46,8,1471,5,26,32,37,26,25,4,0,152,15,40,60,37,26,13,0,0,189,19,64,62,64,46,53,18,0,319,10,50,44,31,22,6,0,4,164,6,14,20,28,7,8,0,0,77,7,57,46,41,34,25,3,3,230,8,42,49,54,32,28,5,3,224,22,103,133,128,89,69,20,0,569,34,122,104,117,90,58,30,4,551,13,37,46,24,7,4,6,0,139,21,29,33,19,15,5,3,0,117,0,0,0,0,0,0,0,0,3,3,4,14,18,6,8,0,3,52,36,29,22,23,25,15,8,0,161,193,610,662,612
SAL80051,52,51,42,34,6,5,205,7,19,58,39,52,21,3,0,198,7,7,16,16,3,5,7,0,52,9,0,0,0,7,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,16,6,4,4,0,7,3,3,0,23,42,74,198,186,199,130,34,4,862,3,5,21,15,24,17,5,0,88,5,10,37,27,33,10,9,0,132,5,14,34,26,30,36,8,4,166,3,15,13,15,17,7,4,0,74,6,6,7,8,0,7,0,0,25,3,21,34,37,40,22,5,0,173,3,8,23,38,40,39,11,0,162,13,36,78,89,83,58,17,6,383,5,36,94,64,85,53,18,0,357,12,11,23,18,8,7,7,0,78,11,10,8,3,7,6,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,0,29,12,3,8,0,8,14,5,0,53,86,179,378,356
SAL80052,56,65,35,23,26,7,253,13,31,54,53,35,25,31,6,246,5,6,14,10,10,0,3,0,48,3,4,6,12,6,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,5,5,6,4,0,0,20,4,14,8,12,0,11,16,23,73,49,144,223,237,178,120,135,62,1143,4,14,24,29,18,14,8,6,122,5,15,43,36,24,3,7,0,140,5,21,29,22,27,14,27,15,159,6,11,21,15,15,5,12,5,90,5,6,13,3,10,3,9,0,41,14,33,41,39,55,32,20,18,252,5,19,24,26,27,36,35,10,177,9,58,94,111,71,54,42,19,455,18,47,77,94,67,54,49,18,427,8,18,19,17,9,4,3,5,83,4,11,16,14,8,0,7,0,59,0,0,0,0,0,0,0,0,0,4,3,5,12,9,5,5,4,45,12,33,13,19,11,21,28,31,171,103,281,409,437
